Halstead_b,Halstead_d,Halstead_e,Halstead_i,Halstead_l,Halstead_lOBlank,Halstead_lOCode,Halstead_lOComment,Halstead_n,Halstead_t,Halstead_v,McCabe_ev(g),McCabe_iv(g),McCabe_loc,McCabe_v(g),SOFTWARE,branchCount,defects,locCodeAndComment,total_Op,total_Opnd,uniq_Op,uniq_Opnd
0.21,16.45,10415.43,38.5,0.06,4,26,0,114.0,578.63,633.22,1.0,2.0,30.0,3.0,1,5,0,0,61,53,18,29
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,2.0,27.0,3.0,1,5,0,0,0,0,0,0
0.18,15.58,8334.03,34.35,0.06,3,24,0,98.0,463.0,535.02,1.0,2.0,27.0,3.0,1,5,0,0,53,45,18,26
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.0,5.0,7.0,17.0,1,33,0,0,0,0,0,0
1.13,35.04,118274.66,96.32,0.03,0,8,0,630.0,6570.81,3375.26,13.0,1.0,8.0,17.0,1,33,0,0,601,29,29,12
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.0,5.0,9.0,17.0,1,33,0,0,0,0,0,0
0.61,55.0,100375.0,33.18,0.02,0,3,0,365.0,5576.39,1825.0,7.0,3.0,8.0,9.0,1,17,0,0,299,66,20,12
0.14,15.88,6670.59,26.44,0.06,7,30,6,84.0,370.59,420.0,1.0,1.0,45.0,6.0,1,11,0,0,48,36,15,17
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,5.0,39.0,5.0,1,9,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,10.0,51.0,10.0,1,11,0,0,0,0,0,0
0.16,14.63,7126.5,33.32,0.07,0,28,0,95.0,395.92,487.28,1.0,6.0,28.0,6.0,1,7,0,0,56,39,15,20
0.36,21.5,23049.9,49.86,0.05,3,42,2,189.0,1280.55,1072.09,4.0,4.0,47.0,6.0,1,11,0,0,103,86,17,34
0.41,18.38,22415.05,66.39,0.05,9,29,1,211.0,1245.28,1219.87,5.0,4.0,39.0,5.0,1,9,0,0,113,98,15,40
0.24,31.96,22855.13,22.38,0.03,8,40,15,154.0,1269.73,715.15,1.0,6.0,65.0,14.0,1,27,0,0,95,59,13,12
0.13,19.0,7672.54,21.25,0.05,2,19,3,84.0,426.25,403.82,3.0,3.0,27.0,3.0,1,5,0,0,46,38,14,14
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.0,11.0,19.0,13.0,1,25,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0,2,1,3.0,0.0,4.75,1.0,1.0,7.0,1.0,1,1,0,0,3,0,3,0
0.03,3.5,363.87,29.7,0.29,0,7,0,29.0,20.22,103.96,1.0,1.0,13.0,1.0,1,1,0,0,15,14,4,8
0.17,45.71,23781.01,11.38,0.02,4,22,1,115.0,1321.17,520.21,8.0,1.0,30.0,8.0,1,15,0,0,75,40,16,7
0.01,2.0,36.19,9.05,0.5,0,2,0,7.0,2.0,18.09,1.0,1.0,5.0,1.0,1,1,0,0,5,2,4,2
0.06,8.18,1581.23,23.62,0.12,4,17,2,44.0,87.85,193.26,1.0,2.0,26.0,3.0,1,5,0,0,26,18,10,11
0.11,38.4,13184.52,8.94,0.03,4,22,1,84.0,732.47,343.35,1.0,1.0,30.0,5.0,1,9,0,0,52,32,12,5
0.12,19.94,7283.6,18.32,0.05,4,26,3,86.0,404.64,365.32,1.0,1.0,38.0,5.0,1,9,0,0,57,29,11,8
0.3,27.53,24720.34,32.61,0.04,13,41,27,183.0,1373.35,897.96,1.0,1.0,89.0,5.0,1,9,0,4,111,72,13,17
0.32,30.5,28945.96,31.12,0.03,3,42,3,176.0,1608.11,949.05,8.0,3.0,51.0,9.0,1,17,0,0,99,57,20,21
0.05,8.67,1220.89,16.25,0.12,1,10,1,37.0,67.83,140.87,1.0,2.0,15.0,2.0,1,3,0,0,24,13,8,6
0.18,17.0,9298.87,32.18,0.06,3,23,7,105.0,516.6,546.99,1.0,4.0,36.0,7.0,1,13,0,0,70,40,17,20
0.02,4.67,232.53,10.68,0.21,0,5,0,15.0,12.92,49.83,1.0,1.0,9.0,1.0,1,1,0,0,11,4,7,3
0.12,18.67,6640.56,19.06,0.05,2,23,0,74.0,368.92,355.74,4.0,2.0,29.0,4.0,1,7,0,0,46,28,16,12
0.07,7.67,1656.74,28.19,0.13,0,13,0,50.0,92.04,216.1,1.0,2.0,19.0,2.0,1,3,0,0,27,23,8,12
0.18,26.73,14273.53,19.98,0.04,6,27,5,115.0,792.97,534.04,1.0,1.0,44.0,5.0,1,9,0,0,73,42,14,11
0.28,24.06,19908.12,34.38,0.04,6,33,6,174.0,1106.01,827.35,1.0,1.0,51.0,3.0,1,5,0,0,104,70,11,16
0.45,34.0,45747.14,39.57,0.03,8,54,8,245.0,2541.51,1345.5,1.0,3.0,76.0,6.0,1,11,0,0,143,102,18,27
0.18,22.94,12668.16,24.07,0.04,7,33,9,106.0,703.79,552.2,1.0,6.0,51.0,9.0,1,17,0,0,67,39,20,17
0.1,19.5,5826.25,15.32,0.05,1,15,1,67.0,323.68,298.78,1.0,3.0,20.0,6.0,1,11,0,0,40,27,13,9
0.04,5.85,720.66,21.06,0.17,2,12,0,29.0,40.04,123.19,1.0,2.0,14.0,2.0,1,3,0,0,16,13,9,10
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,4.0,42.0,4.0,1,7,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1,1,0,0,0,0,0,0
0.01,2.4,98.9,17.17,0.42,0,5,4,13.0,5.49,41.21,1.0,1.0,9.0,1.0,1,1,0,0,7,6,4,5
0.31,8.26,7712.83,112.94,0.12,8,26,1,172.0,428.49,933.32,1.0,1.0,35.0,1.0,1,1,0,0,87,85,7,36
1.25,41.2,154088.12,90.79,0.02,16,67,10,568.0,8560.45,3740.26,32.0,7.0,93.0,34.0,1,67,0,0,334,234,25,71
0.0,1.5,12.0,5.33,0.67,0,2,0,4.0,0.67,8.0,1.0,1.0,4.0,1.0,1,1,0,0,3,1,3,1
0.0,1.5,12.0,5.33,0.67,0,2,0,4.0,0.67,8.0,1.0,1.0,4.0,1.0,1,1,0,0,3,1,3,1
0.0,1.5,12.0,5.33,0.67,0,2,0,4.0,0.67,8.0,1.0,1.0,4.0,1.0,1,1,0,0,3,1,3,1
0.05,14.08,1974.22,9.95,0.07,2,10,0,33.0,109.68,140.18,4.0,1.0,14.0,4.0,1,7,0,0,20,13,13,6
0.02,2.5,138.38,22.14,0.4,1,5,1,16.0,7.69,55.35,1.0,1.0,9.0,1.0,1,1,0,0,10,6,5,6
0.01,3.33,100.0,9.0,0.3,1,3,0,10.0,5.56,30.0,1.0,1.0,6.0,1.0,1,1,0,0,6,4,5,3
0.01,2.0,39.3,9.83,0.5,0,2,0,7.0,2.18,19.65,1.0,1.0,4.0,1.0,1,1,0,0,4,3,4,3
0.01,2.0,39.3,9.83,0.5,1,2,0,7.0,2.18,19.65,1.0,1.0,5.0,1.0,1,1,0,0,4,3,4,3
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,6.0,9.0,81.0,12.0,1,23,0,0,0,0,0,0
0.01,2.0,39.3,9.83,0.5,0,2,0,7.0,2.18,19.65,1.0,1.0,4.0,1.0,1,1,0,0,4,3,4,3
0.01,2.0,39.3,9.83,0.5,0,2,0,7.0,2.18,19.65,1.0,1.0,4.0,1.0,1,1,0,0,4,3,4,3
0.02,3.75,259.45,18.45,0.27,1,3,0,20.0,14.41,69.19,1.0,1.0,6.0,1.0,1,1,0,0,11,9,5,6
0.02,3.0,199.82,22.2,0.33,0,6,0,18.0,11.1,66.61,1.0,2.0,8.0,2.0,1,3,0,0,11,7,6,7
0.0,1.5,12.0,5.33,0.67,0,2,0,4.0,0.67,8.0,1.0,1.0,4.0,1.0,1,1,0,0,3,1,3,1
0.0,1.5,12.0,5.33,0.67,0,2,0,4.0,0.67,8.0,1.0,1.0,4.0,1.0,1,1,0,0,3,1,3,1
0.22,15.17,10113.29,43.97,0.07,9,50,1,128.0,561.85,666.81,1.0,5.0,62.0,10.0,1,19,0,0,72,56,13,24
0.01,2.0,39.3,9.83,0.5,0,2,0,7.0,2.18,19.65,1.0,1.0,4.0,1.0,1,1,0,0,4,3,4,3
0.07,9.33,1978.67,22.71,0.11,1,12,3,53.0,109.93,212.0,1.0,2.0,18.0,2.0,1,3,0,0,29,24,7,9
0.01,2.0,54.0,13.5,0.5,0,2,0,9.0,3.0,27.0,1.0,1.0,4.0,1.0,1,1,0,0,5,4,4,4
0.09,11.82,3196.97,22.89,0.08,7,15,5,59.0,177.61,270.51,3.0,2.0,29.0,3.0,1,5,0,0,39,20,13,11
0.01,2.0,39.3,9.83,0.5,0,2,0,7.0,2.18,19.65,1.0,1.0,4.0,1.0,1,1,0,0,4,3,4,3
0.25,42.17,32079.24,18.04,0.02,10,33,6,142.0,1782.18,760.77,4.0,6.0,51.0,9.0,1,17,0,0,76,66,23,18
0.44,40.83,53592.37,32.14,0.02,11,75,0,235.0,2977.35,1312.47,1.0,13.0,88.0,14.0,1,25,0,0,130,105,21,27
0.4,42.79,51441.63,28.09,0.02,16,58,0,213.0,2857.87,1202.14,1.0,8.0,76.0,14.0,1,23,0,0,134,79,26,24
0.03,4.0,376.05,23.5,0.25,1,10,1,23.0,20.89,94.01,1.0,2.0,14.0,2.0,1,3,0,0,14,9,8,9
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,6.0,99.0,7.0,1,13,0,0,0,0,0,0
0.07,7.62,1710.9,29.5,0.13,8,14,2,49.0,95.05,224.66,1.0,2.0,28.0,2.0,1,3,0,2,31,18,11,13
0.0,1.5,12.0,5.33,0.67,0,2,0,4.0,0.67,8.0,1.0,1.0,4.0,1.0,1,1,0,0,3,1,3,1
0.06,10.5,1973.83,17.9,0.1,2,13,1,41.0,109.66,187.98,3.0,2.0,18.0,3.0,1,5,0,0,26,15,14,10
0.06,10.5,1973.83,17.9,0.1,2,12,1,41.0,109.66,187.98,3.0,2.0,17.0,3.0,1,5,0,0,26,15,14,10
0.06,10.5,1973.83,17.9,0.1,2,12,1,41.0,109.66,187.98,3.0,2.0,17.0,3.0,1,5,0,0,26,15,14,10
0.01,3.0,119.59,13.29,0.33,2,3,0,12.0,6.64,39.86,1.0,1.0,7.0,1.0,1,1,0,0,8,4,6,4
0.16,15.79,7390.21,29.64,0.06,7,27,4,92.0,410.57,468.05,3.0,2.0,41.0,4.0,1,7,0,1,52,40,15,19
0.21,20.48,12879.44,30.72,0.05,9,26,10,119.0,715.52,628.96,3.0,2.0,51.0,4.0,1,7,0,2,66,53,17,22
0.01,3.0,129.56,14.4,0.33,2,4,0,13.0,7.2,43.19,1.0,1.0,9.0,1.0,1,1,0,1,9,4,6,4
0.07,8.73,1816.0,23.84,0.11,4,9,3,46.0,100.89,208.08,1.0,3.0,18.0,3.0,1,5,0,0,30,16,12,11
0.24,7.65,5484.3,93.78,0.13,2,31,2,133.0,304.68,717.18,1.0,1.0,37.0,1.0,1,1,0,0,68,65,8,34
0.02,5.0,255.0,10.2,0.2,0,4,1,17.0,14.17,51.0,1.0,1.0,7.0,1.0,1,1,0,0,11,6,5,3
0.23,21.91,14824.86,30.87,0.05,4,24,0,128.0,823.6,676.53,1.0,3.0,30.0,4.0,1,7,0,0,65,63,16,23
0.1,10.97,3303.73,27.46,0.09,8,13,1,62.0,183.54,301.19,1.0,1.0,24.0,2.0,1,3,0,0,35,27,13,16
0.05,6.72,1045.91,23.15,0.15,1,8,0,36.0,58.11,155.59,1.0,2.0,11.0,2.0,1,3,0,0,25,11,11,9
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,2.0,12.0,2.0,1,3,0,0,0,0,0,0
0.04,5.06,600.09,23.41,0.2,1,4,0,29.0,33.34,118.54,1.0,1.0,7.0,1.0,1,1,0,0,20,9,9,8
0.07,9.0,1846.2,22.79,0.11,2,11,0,46.0,102.57,205.13,1.0,2.0,13.0,2.0,1,3,0,0,28,18,11,11
0.07,7.0,1435.94,29.3,0.14,1,9,0,46.0,79.77,205.13,1.0,2.0,13.0,2.0,1,3,0,0,32,14,11,11
0.05,5.5,802.71,26.54,0.18,1,5,0,35.0,44.6,145.95,1.0,1.0,8.0,1.0,1,1,0,0,24,11,9,9
0.01,4.0,179.67,11.23,0.25,0,2,0,16.0,9.98,44.92,1.0,1.0,6.0,1.0,1,1,0,2,10,6,4,3
0.02,6.67,460.0,10.35,0.15,0,5,1,23.0,25.56,69.0,1.0,1.0,9.0,1.0,1,1,0,0,15,8,5,3
0.52,26.86,42058.54,58.29,0.04,8,48,0,260.0,2336.59,1565.82,1.0,2.0,59.0,4.0,1,7,0,0,155,105,22,43
0.07,16.63,3706.9,13.41,0.06,4,19,5,50.0,205.94,222.97,1.0,1.0,32.0,4.0,1,7,0,2,31,19,14,8
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,6.0,5.0,82.0,8.0,1,15,0,0,0,0,0,0
0.88,32.7,86388.8,80.78,0.03,16,66,6,410.0,4799.38,2641.61,3.0,3.0,88.0,6.0,1,11,0,0,228,182,23,64
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,6.0,7.0,56.0,8.0,1,15,0,0,0,0,0,0
0.2,11.74,6924.53,50.25,0.09,9,21,1,115.0,384.7,589.87,1.0,1.0,33.0,1.0,1,1,0,0,70,45,12,23
1.99,115.82,692845.24,51.65,0.01,36,198,38,976.0,38491.4,5982.18,10.0,8.0,276.0,36.0,1,71,0,0,584,392,26,44
1.28,78.93,302218.62,48.51,0.01,24,131,28,629.0,16789.92,3829.01,6.0,6.0,187.0,23.0,1,45,0,0,374,255,26,42
0.18,33.14,18386.94,16.74,0.03,5,18,0,142.0,1021.5,554.78,1.0,1.0,26.0,2.0,1,3,0,0,84,58,8,7
0.06,12.67,2218.42,13.83,0.08,3,9,0,46.0,123.25,175.14,1.0,1.0,15.0,2.0,1,3,0,0,27,19,8,6
0.1,8.59,2615.19,35.41,0.12,4,14,0,64.0,145.29,304.31,1.0,2.0,20.0,2.0,1,3,0,0,39,25,11,16
1.3,48.77,190569.02,80.11,0.02,30,173,1,608.0,10587.17,3907.17,1.0,22.0,206.0,22.0,1,43,0,0,356,252,24,62
0.29,11.64,10138.45,74.85,0.09,3,55,0,166.0,563.25,871.16,1.0,12.0,60.0,13.0,1,25,0,0,91,75,9,29
0.29,22.31,19115.77,38.4,0.04,17,72,0,156.0,1061.99,856.73,1.0,2.0,92.0,13.0,1,14,0,0,105,51,21,24
0.26,28.74,22328.57,27.04,0.03,15,70,0,146.0,1240.48,777.0,1.0,13.0,87.0,13.0,1,14,0,0,94,52,21,19
0.23,14.54,9981.07,47.22,0.07,7,28,2,129.0,554.5,686.53,1.0,3.0,39.0,3.0,1,5,0,0,75,54,14,26
0.36,9.6,10273.67,111.48,0.1,3,26,0,207.0,570.76,1070.17,1.0,1.0,32.0,1.0,1,1,0,0,111,96,6,30
0.09,6.23,1611.57,41.51,0.16,4,10,0,58.0,89.53,258.64,1.0,1.0,17.0,1.0,1,1,0,0,40,18,9,13
0.24,14.61,10426.15,48.85,0.07,6,29,0,137.0,579.23,713.7,1.0,1.0,37.0,2.0,1,3,0,0,89,48,14,23
0.34,25.33,26118.31,40.7,0.04,11,39,3,201.0,1451.02,1030.99,1.0,1.0,56.0,3.0,1,5,0,0,125,76,14,21
0.04,7.5,907.6,16.14,0.13,3,8,0,28.0,50.42,121.01,3.0,2.0,13.0,3.0,1,5,0,0,18,10,12,8
0.11,10.67,3516.95,30.91,0.09,3,23,0,71.0,195.39,329.71,1.0,5.0,28.0,6.0,1,11,0,0,39,32,10,15
0.38,25.5,29196.02,44.9,0.04,6,40,2,211.0,1622.0,1144.94,4.0,2.0,51.0,5.0,1,9,0,0,133,78,17,26
0.1,8.59,2615.19,35.41,0.12,4,14,0,64.0,145.29,304.31,1.0,2.0,20.0,2.0,1,3,0,0,39,25,11,16
0.21,13.46,8525.32,47.05,0.07,7,25,2,119.0,473.63,633.31,1.0,3.0,36.0,3.0,1,5,0,0,69,50,14,26
0.08,6.67,1605.4,36.12,0.15,5,10,1,54.0,89.19,240.81,1.0,1.0,19.0,1.0,1,1,0,0,38,16,10,12
0.09,7.14,1866.73,36.59,0.14,6,12,1,57.0,103.71,261.33,1.0,1.0,21.0,1.0,1,1,0,0,37,20,10,14
0.04,8.13,1070.63,16.21,0.12,4,9,0,30.0,59.48,131.77,3.0,2.0,15.0,3.0,1,5,0,0,20,10,13,8
1.82,87.48,476401.86,62.25,0.01,46,143,10,869.0,26466.77,5445.84,3.0,7.0,206.0,12.0,1,23,0,4,545,324,27,50
1.19,25.56,90968.02,139.24,0.04,27,73,16,605.0,5053.78,3559.0,1.0,1.0,119.0,1.0,1,1,0,0,321,284,9,50
0.33,14.15,14113.4,70.45,0.07,15,27,19,196.0,784.08,997.14,1.0,1.0,64.0,1.0,1,1,0,0,104,92,8,26
0.54,19.32,31295.11,83.84,0.05,7,32,5,287.0,1738.62,1619.79,1.0,1.0,47.0,1.0,1,1,0,0,150,137,11,39
0.41,17.71,21791.69,69.45,0.06,12,42,10,210.0,1210.65,1230.18,1.0,1.0,68.0,6.0,1,11,0,0,117,93,16,42
0.82,24.15,59731.84,102.4,0.04,19,53,9,424.0,3318.44,2473.15,1.0,1.0,84.0,1.0,1,1,0,0,222,202,11,46
0.48,21.56,30900.87,66.46,0.05,10,48,2,258.0,1716.72,1433.08,1.0,2.0,66.0,10.0,1,19,0,1,166,92,15,32
0.08,13.14,3080.86,17.84,0.08,10,23,0,60.0,171.16,234.41,1.0,1.0,35.0,1.0,1,1,0,0,37,23,8,7
0.02,7.5,483.97,8.6,0.13,7,5,0,18.0,26.89,64.53,1.0,1.0,14.0,1.0,1,1,0,0,13,5,9,3
0.12,11.25,4097.01,32.36,0.09,16,26,1,71.0,227.61,364.18,1.0,3.0,45.0,3.0,1,5,0,0,41,30,15,20
0.24,11.34,8076.86,62.81,0.09,12,47,0,140.0,448.71,712.24,1.0,10.0,61.0,11.0,1,21,0,0,77,63,9,25
0.22,24.09,15801.66,27.23,0.04,14,62,0,125.0,877.87,655.99,1.0,1.0,79.0,11.0,1,12,0,0,86,39,21,17
0.21,26.13,16616.31,24.35,0.04,12,60,0,124.0,923.13,636.03,1.0,11.0,74.0,11.0,1,12,0,0,80,44,19,16
0.08,11.67,2851.6,20.95,0.09,17,13,2,52.0,158.42,244.42,1.0,2.0,34.0,2.0,1,3,0,0,32,20,14,12
0.29,9.23,7984.62,93.71,0.11,4,22,0,173.0,443.59,865.0,1.0,1.0,29.0,1.0,1,1,0,0,93,80,6,26
0.28,102.0,84456.0,8.11,0.01,10,15,0,207.0,4692.0,828.0,1.0,12.0,27.0,12.0,1,23,0,0,139,68,12,4
0.09,21.6,5595.06,11.99,0.05,12,16,0,70.0,310.84,259.02,1.0,1.0,30.0,1.0,1,1,0,0,43,27,8,5
0.26,38.5,29568.0,19.95,0.03,14,26,0,192.0,1642.67,768.0,1.0,1.0,42.0,1.0,1,1,0,0,115,77,8,8
0.04,8.13,1070.63,16.21,0.12,4,9,0,30.0,59.48,131.77,3.0,2.0,15.0,3.0,1,5,0,0,20,10,13,8
0.05,7.5,1125.88,20.02,0.13,5,15,0,36.0,62.55,150.12,1.0,2.0,22.0,3.0,1,5,0,0,21,15,9,9
0.09,11.79,3149.01,22.67,0.08,5,25,0,55.0,174.95,267.19,1.0,2.0,32.0,3.0,1,4,0,0,33,22,15,14
0.2,15.71,9261.55,37.51,0.06,4,26,0,114.0,514.53,589.37,3.0,1.0,33.0,3.0,1,5,0,0,70,44,15,21
0.07,6.58,1378.48,31.87,0.15,6,10,0,47.0,76.58,209.59,1.0,1.0,18.0,1.0,1,1,0,0,28,19,9,13
0.1,8.59,2615.19,35.41,0.12,4,14,0,64.0,145.29,304.31,1.0,2.0,20.0,2.0,1,3,0,0,39,25,11,16
0.26,17.71,13920.86,44.39,0.06,9,42,0,140.0,773.38,786.06,1.0,5.0,53.0,5.0,1,9,0,0,79,61,18,31
0.05,7.5,1125.88,20.02,0.13,2,15,0,36.0,62.55,150.12,1.0,2.0,19.0,3.0,1,5,0,0,21,15,9,9
0.09,8.25,2145.46,31.52,0.12,6,22,0,56.0,119.19,260.06,1.0,2.0,31.0,3.0,1,4,0,0,35,21,11,14
0.05,8.25,1261.63,18.54,0.12,4,20,0,36.0,70.09,152.93,1.0,3.0,26.0,3.0,1,4,0,0,24,12,11,8
0.23,14.54,9981.07,47.22,0.07,7,28,2,129.0,554.5,686.53,1.0,3.0,39.0,3.0,1,5,0,0,75,54,14,26
0.05,4.8,710.4,30.83,0.21,3,6,0,37.0,39.47,148.0,1.0,1.0,12.0,1.0,1,1,0,0,21,16,6,10
0.09,6.92,1879.02,39.2,0.14,5,11,0,60.0,104.39,271.41,1.0,1.0,19.0,1.0,1,1,0,0,42,18,10,13
0.1,6.6,1997.21,45.85,0.15,5,12,1,66.0,110.96,302.61,1.0,1.0,20.0,1.0,1,1,0,0,44,22,9,15
0.04,7.5,907.6,16.14,0.13,3,8,0,28.0,50.42,121.01,3.0,2.0,13.0,3.0,1,5,0,0,18,10,12,8
0.07,9.09,1796.86,21.74,0.11,3,15,0,45.0,99.83,197.65,1.0,3.0,20.0,4.0,1,7,0,0,25,20,10,11
0.11,12.5,4000.0,25.6,0.08,7,30,0,64.0,222.22,320.0,1.0,2.0,39.0,4.0,1,5,0,0,39,25,16,16
0.34,21.21,21748.74,48.34,0.05,13,59,3,179.0,1208.26,1025.3,4.0,7.0,78.0,8.0,1,12,0,1,109,70,20,33
0.1,19.2,6046.65,16.4,0.05,3,22,1,67.0,335.92,314.93,7.0,3.0,28.0,8.0,1,15,0,0,43,24,16,10
0.03,5.33,487.34,17.13,0.19,2,6,0,24.0,27.07,91.38,1.0,2.0,10.0,3.0,1,5,0,0,16,8,8,6
0.57,29.33,50000.75,58.11,0.03,8,62,8,281.0,2777.82,1704.57,11.0,7.0,78.0,11.0,1,21,0,0,161,120,22,45
0.15,23.38,10756.92,19.67,0.04,5,22,1,92.0,597.61,460.0,1.0,1.0,30.0,5.0,1,9,0,0,60,32,19,13
0.58,30.79,53284.01,56.21,0.03,11,68,32,298.0,2960.22,1730.59,23.0,3.0,111.0,29.0,1,57,0,0,168,130,18,38
0.13,30.81,12019.46,12.66,0.03,5,24,0,84.0,667.75,390.08,4.0,3.0,31.0,5.0,1,9,0,0,55,29,17,8
0.37,18.21,20039.08,60.4,0.05,9,37,0,193.0,1113.28,1100.18,1.0,2.0,49.0,3.0,1,5,0,0,118,75,17,35
0.28,24.8,20565.89,33.44,0.04,7,43,1,151.0,1142.55,829.27,11.0,4.0,54.0,16.0,1,31,0,1,89,62,20,25
0.1,12.13,3772.38,25.62,0.08,5,12,3,64.0,209.58,310.91,1.0,1.0,22.0,2.0,1,3,0,0,38,26,14,15
0.17,18.28,9591.48,28.7,0.05,11,31,1,108.0,532.86,524.66,1.0,1.0,48.0,4.0,1,7,0,1,63,45,13,16
0.14,27.0,11032.88,15.13,0.04,2,21,0,85.0,612.94,408.63,4.0,3.0,25.0,5.0,1,9,0,0,55,30,18,10
0.11,9.9,3404.33,34.73,0.1,3,27,0,75.0,189.13,343.87,1.0,5.0,32.0,6.0,1,11,0,0,42,33,9,15
0.14,13.95,6003.1,30.85,0.07,9,40,0,82.0,333.51,430.33,1.0,2.0,51.0,6.0,1,7,0,0,51,31,18,20
0.01,2.5,107.96,17.27,0.4,0,4,0,13.0,6.0,43.19,1.0,1.0,6.0,1.0,1,1,0,0,8,5,5,5
0.09,10.0,2623.67,26.24,0.1,3,19,0,58.0,145.76,262.37,1.0,4.0,24.0,5.0,1,9,0,0,32,26,10,13
0.09,10.83,2917.89,24.86,0.09,6,30,0,58.0,162.1,269.34,1.0,5.0,38.0,5.0,1,6,0,0,38,20,13,12
0.09,10.5,2984.81,27.07,0.1,4,29,0,62.0,165.82,284.27,1.0,5.0,36.0,5.0,1,6,0,0,41,21,12,12
0.1,12.92,4055.55,24.28,0.08,6,30,0,66.0,225.31,313.82,1.0,5.0,38.0,5.0,1,6,0,0,42,24,14,13
0.08,17.25,4174.97,14.03,0.06,10,19,2,56.0,231.94,242.03,5.0,1.0,34.0,5.0,1,9,0,0,33,23,12,8
0.18,12.61,6702.44,42.13,0.08,6,24,0,102.0,372.36,531.36,1.0,2.0,33.0,2.0,1,3,0,0,65,37,15,22
0.22,18.39,12316.55,36.41,0.05,6,31,1,125.0,684.25,669.69,1.0,4.0,41.0,4.0,1,7,0,0,78,47,18,23
0.16,35.89,16869.36,13.1,0.03,2,21,0,100.0,937.19,470.04,4.0,3.0,25.0,5.0,1,9,0,0,62,38,17,9
0.18,63.0,34579.75,8.71,0.02,13,19,0,127.0,1921.1,548.88,1.0,1.0,34.0,5.0,1,9,0,0,85,42,15,5
0.12,26.0,9663.83,14.3,0.04,3,16,0,86.0,536.88,371.69,1.0,2.0,21.0,2.0,1,3,0,0,58,28,13,7
0.11,27.86,9270.54,11.95,0.04,4,17,0,77.0,515.03,332.79,1.0,1.0,23.0,2.0,1,3,0,0,47,30,13,7
0.14,22.0,9413.16,19.45,0.05,11,32,14,99.0,522.95,427.87,1.0,1.0,59.0,3.0,1,5,0,0,63,36,11,9
0.13,31.57,11871.1,11.91,0.03,5,25,2,87.0,659.51,376.01,1.0,1.0,34.0,3.0,1,5,0,0,53,34,13,7
0.05,7.73,1153.98,19.33,0.13,4,8,0,34.0,64.11,149.34,1.0,1.0,14.0,1.0,1,1,0,0,17,17,10,11
0.15,40.0,18429.61,11.52,0.03,9,19,3,93.0,1023.87,460.74,5.0,1.0,34.0,8.0,1,15,0,1,49,44,20,11
0.21,49.5,31478.68,12.85,0.02,10,29,4,125.0,1748.82,635.93,6.0,1.0,46.0,10.0,1,19,0,1,71,54,22,12
0.05,7.5,1080.0,19.2,0.13,4,9,0,36.0,60.0,144.0,1.0,1.0,15.0,1.0,1,1,0,0,27,9,10,6
0.12,13.22,4950.9,28.32,0.08,8,35,0,73.0,275.05,374.44,1.0,2.0,45.0,5.0,1,6,0,0,45,28,17,18
0.33,23.44,22979.9,41.83,0.04,10,28,0,172.0,1276.66,980.48,9.0,7.0,40.0,12.0,1,23,0,0,97,75,20,32
0.32,22.27,21471.02,43.31,0.04,2,28,0,170.0,1192.83,964.31,9.0,7.0,32.0,12.0,1,23,0,0,95,75,19,32
0.11,16.0,5230.4,20.43,0.06,4,16,1,68.0,290.58,326.9,3.0,2.0,24.0,4.0,1,7,0,0,44,24,16,12
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,6.0,2.0,17.0,7.0,1,13,0,0,0,0,0,0
0.2,29.9,17731.17,19.83,0.03,5,23,0,113.0,985.07,593.02,9.0,3.0,30.0,11.0,1,21,0,0,74,39,23,15
0.24,26.55,18949.22,26.88,0.04,4,39,0,136.0,1052.73,713.72,12.0,5.0,45.0,18.0,1,35,0,0,77,59,18,20
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,1,1,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,6.0,1.0,26.0,6.0,1,11,0,0,0,0,0,0
0.04,8.64,1153.28,15.44,0.12,1,11,0,32.0,64.06,133.44,3.0,1.0,14.0,4.0,1,7,0,0,21,11,11,7
