McCabe_loc,McCabe_v(g),McCabe_ev(g),McCabe_iv(g),Language,SOFTWARE,defects
22.0,2.0,1.0,2.0,,,0
42.0,17.0,12.0,9.0,,,0
29.0,5.0,1.0,5.0,,,0
29.0,5.0,1.0,5.0,,,0
22.0,3.0,1.0,3.0,,,0
22.0,2.0,1.0,2.0,,,0
5.0,1.0,1.0,1.0,,,0
11.0,2.0,1.0,2.0,,,0
9.0,1.0,1.0,1.0,,,0
31.0,5.0,1.0,4.0,,,0
25.0,3.0,1.0,3.0,,,0
5.0,1.0,1.0,1.0,,,0
42.0,17.0,12.0,9.0,,,0
12.0,2.0,1.0,2.0,,,0
6.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
22.0,3.0,1.0,3.0,,,0
16.0,5.0,1.0,2.0,,,0
16.0,5.0,1.0,2.0,,,0
15.0,5.0,1.0,2.0,,,0
5.0,1.0,1.0,1.0,,,0
21.0,5.0,1.0,2.0,,,0
16.0,5.0,1.0,2.0,,,0
65.0,18.0,1.0,9.0,,,0
16.0,5.0,1.0,2.0,,,0
5.0,1.0,1.0,1.0,,,0
8.0,2.0,1.0,2.0,,,0
29.0,6.0,4.0,2.0,,,0
5.0,1.0,1.0,1.0,,,0
15.0,5.0,1.0,2.0,,,0
15.0,2.0,1.0,2.0,,,0
11.0,2.0,1.0,2.0,,,0
59.0,9.0,3.0,2.0,,,0
51.0,11.0,8.0,7.0,,,0
10.0,2.0,1.0,2.0,,,0
6.0,1.0,1.0,1.0,,,0
195.0,25.0,5.0,14.0,,,0
287.0,15.0,13.0,12.0,,,0
34.0,6.0,1.0,3.0,,,0
46.0,7.0,6.0,5.0,,,0
22.0,4.0,1.0,4.0,,,0
23.0,4.0,1.0,2.0,,,0
91.0,12.0,6.0,8.0,,,0
34.0,5.0,1.0,2.0,,,0
15.0,2.0,1.0,2.0,,,0
62.0,20.0,19.0,12.0,,,0
50.0,11.0,11.0,10.0,,,0
31.0,5.0,1.0,2.0,,,0
18.0,6.0,3.0,2.0,,,0
15.0,4.0,1.0,4.0,,,0
27.0,5.0,5.0,2.0,,,0
60.0,15.0,15.0,7.0,,,0
6.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
21.0,2.0,1.0,2.0,,,0
11.0,3.0,3.0,2.0,,,0
11.0,1.0,1.0,1.0,,,0
25.0,5.0,1.0,1.0,,,0
23.0,5.0,1.0,1.0,,,0
23.0,5.0,3.0,2.0,,,0
56.0,10.0,6.0,6.0,,,0
26.0,5.0,1.0,1.0,,,0
23.0,3.0,1.0,1.0,,,0
14.0,1.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
31.0,4.0,4.0,3.0,,,0
32.0,4.0,4.0,3.0,,,0
54.0,2.0,1.0,2.0,,,0
125.0,7.0,1.0,3.0,,,0
16.0,4.0,3.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
14.0,2.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
24.0,4.0,4.0,3.0,,,0
58.0,10.0,1.0,4.0,,,0
13.0,2.0,1.0,1.0,,,0
41.0,4.0,3.0,3.0,,,0
17.0,4.0,1.0,2.0,,,0
7.0,1.0,1.0,1.0,,,0
7.0,3.0,1.0,2.0,,,0
7.0,2.0,1.0,2.0,,,0
33.0,3.0,1.0,2.0,,,0
16.0,3.0,1.0,3.0,,,0
59.0,16.0,13.0,5.0,,,0
24.0,8.0,5.0,5.0,,,0
70.0,17.0,12.0,6.0,,,0
13.0,1.0,1.0,1.0,,,0
95.0,10.0,1.0,6.0,,,0
103.0,14.0,7.0,10.0,,,0
9.0,2.0,1.0,2.0,,,0
30.0,5.0,1.0,3.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
22.0,4.0,3.0,2.0,,,0
8.0,1.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
19.0,4.0,1.0,1.0,,,0
23.0,3.0,1.0,2.0,,,0
96.0,3.0,1.0,1.0,,,0
17.0,4.0,1.0,2.0,,,0
12.0,4.0,3.0,2.0,,,0
13.0,4.0,3.0,2.0,,,0
11.0,4.0,3.0,2.0,,,0
19.0,5.0,3.0,3.0,,,0
61.0,7.0,1.0,5.0,,,0
16.0,6.0,6.0,1.0,,,0
20.0,2.0,1.0,2.0,,,0
14.0,2.0,1.0,2.0,,,0
23.0,6.0,1.0,2.0,,,0
5.0,1.0,1.0,1.0,,,0
17.0,4.0,1.0,2.0,,,0
17.0,16.0,16.0,16.0,,,0
17.0,4.0,1.0,3.0,,,0
14.0,2.0,1.0,2.0,,,0
36.0,7.0,1.0,7.0,,,0
14.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
101.0,15.0,1.0,6.0,,,0
5.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
12.0,2.0,1.0,2.0,,,0
48.0,3.0,1.0,3.0,,,0
4.0,1.0,1.0,1.0,,,0
15.0,1.0,1.0,1.0,,,0
106.0,11.0,4.0,8.0,,,0
9.0,2.0,1.0,2.0,,,0
42.0,6.0,3.0,4.0,,,0
143.0,44.0,1.0,1.0,,,0
7.0,2.0,1.0,2.0,,,0
5.0,3.0,3.0,1.0,,,0
60.0,21.0,13.0,8.0,,,0
36.0,4.0,3.0,4.0,,,0
17.0,3.0,3.0,3.0,,,0
39.0,6.0,5.0,6.0,,,0
18.0,4.0,4.0,2.0,,,0
56.0,15.0,5.0,5.0,,,0
101.0,9.0,1.0,8.0,,,0
12.0,2.0,1.0,2.0,,,0
8.0,2.0,1.0,2.0,,,0
59.0,7.0,1.0,1.0,,,0
59.0,7.0,1.0,1.0,,,0
17.0,3.0,3.0,3.0,,,0
18.0,2.0,1.0,2.0,,,0
11.0,2.0,1.0,2.0,,,0
46.0,5.0,1.0,4.0,,,0
17.0,3.0,3.0,3.0,,,0
34.0,3.0,3.0,3.0,,,0
82.0,9.0,5.0,9.0,,,0
123.0,20.0,7.0,12.0,,,0
28.0,3.0,1.0,3.0,,,0
25.0,1.0,1.0,1.0,,,0
68.0,6.0,5.0,6.0,,,0
5.0,1.0,1.0,1.0,,,0
158.0,29.0,3.0,14.0,,,0
4.0,1.0,1.0,1.0,,,0
96.0,12.0,8.0,7.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
377.0,48.0,19.0,44.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
18.0,4.0,4.0,1.0,,,0
18.0,2.0,1.0,1.0,,,0
18.0,2.0,1.0,1.0,,,0
18.0,2.0,1.0,1.0,,,0
74.0,8.0,1.0,4.0,,,0
16.0,5.0,1.0,1.0,,,0
11.0,2.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
29.0,4.0,1.0,3.0,,,0
25.0,6.0,5.0,2.0,,,0
14.0,3.0,3.0,1.0,,,0
58.0,10.0,1.0,4.0,,,0
61.0,4.0,1.0,3.0,,,0
28.0,3.0,1.0,3.0,,,0
24.0,3.0,1.0,3.0,,,0
24.0,3.0,1.0,3.0,,,0
17.0,4.0,1.0,3.0,,,0
24.0,3.0,1.0,3.0,,,0
24.0,3.0,1.0,3.0,,,0
25.0,3.0,1.0,3.0,,,0
25.0,3.0,1.0,3.0,,,0
24.0,3.0,1.0,3.0,,,0
24.0,3.0,1.0,3.0,,,0
28.0,7.0,1.0,3.0,,,0
158.0,21.0,10.0,11.0,,,0
25.0,9.0,1.0,3.0,,,0
24.0,7.0,1.0,3.0,,,0
65.0,10.0,8.0,4.0,,,0
17.0,5.0,1.0,2.0,,,0
31.0,8.0,1.0,5.0,,,0
20.0,11.0,5.0,4.0,,,0
49.0,11.0,10.0,6.0,,,0
67.0,11.0,9.0,4.0,,,0
312.0,39.0,30.0,14.0,,,0
30.0,3.0,1.0,1.0,,,0
148.0,30.0,20.0,16.0,,,0
15.0,2.0,1.0,2.0,,,0
88.0,13.0,5.0,5.0,,,0
67.0,11.0,1.0,4.0,,,0
15.0,7.0,1.0,7.0,,,0
17.0,3.0,1.0,3.0,,,0
43.0,6.0,4.0,5.0,,,0
9.0,1.0,1.0,1.0,,,0
11.0,1.0,1.0,1.0,,,0
28.0,9.0,1.0,1.0,,,0
23.0,2.0,1.0,2.0,,,0
33.0,1.0,1.0,1.0,,,0
22.0,5.0,1.0,1.0,,,0
42.0,6.0,1.0,5.0,,,0
32.0,7.0,7.0,4.0,,,0
87.0,6.0,1.0,6.0,,,0
44.0,4.0,1.0,4.0,,,0
67.0,6.0,1.0,2.0,,,0
28.0,3.0,1.0,3.0,,,0
22.0,2.0,1.0,1.0,,,0
104.0,18.0,6.0,10.0,,,0
4.0,1.0,1.0,1.0,,,0
25.0,2.0,1.0,2.0,,,0
38.0,3.0,1.0,3.0,,,0
76.0,5.0,1.0,5.0,,,0
193.0,14.0,5.0,4.0,,,0
116.0,23.0,7.0,11.0,,,0
54.0,8.0,1.0,7.0,,,0
60.0,9.0,3.0,5.0,,,0
92.0,8.0,1.0,4.0,,,0
63.0,17.0,3.0,5.0,,,0
18.0,3.0,1.0,2.0,,,0
105.0,11.0,1.0,7.0,,,0
55.0,10.0,6.0,2.0,,,0
68.0,4.0,1.0,3.0,,,0
8.0,2.0,1.0,2.0,,,0
41.0,10.0,4.0,5.0,,,0
411.0,5.0,1.0,4.0,,,0
14.0,2.0,1.0,2.0,,,0
14.0,1.0,1.0,1.0,,,0
72.0,23.0,12.0,7.0,,,0
15.0,1.0,1.0,1.0,,,0
23.0,2.0,1.0,2.0,,,0
14.0,1.0,1.0,1.0,,,0
82.0,26.0,15.0,7.0,,,0
42.0,3.0,1.0,3.0,,,0
23.0,2.0,1.0,2.0,,,0
63.0,6.0,1.0,2.0,,,0
8.0,1.0,1.0,1.0,,,0
107.0,15.0,8.0,8.0,,,0
158.0,20.0,12.0,6.0,,,0
61.0,8.0,1.0,5.0,,,0
92.0,9.0,1.0,4.0,,,0
28.0,11.0,1.0,4.0,,,0
54.0,10.0,1.0,4.0,,,0
14.0,2.0,1.0,2.0,,,0
129.0,40.0,29.0,6.0,,,0
56.0,6.0,1.0,4.0,,,0
86.0,11.0,9.0,6.0,,,0
15.0,1.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
46.0,5.0,1.0,3.0,,,0
152.0,8.0,3.0,8.0,,,0
22.0,1.0,1.0,1.0,,,0
26.0,3.0,1.0,3.0,,,0
20.0,3.0,1.0,3.0,,,0
15.0,2.0,1.0,1.0,,,0
157.0,11.0,5.0,6.0,,,0
8.0,1.0,1.0,1.0,,,0
16.0,2.0,1.0,2.0,,,0
9.0,1.0,1.0,1.0,,,0
56.0,12.0,1.0,7.0,,,0
155.0,22.0,5.0,8.0,,,0
15.0,2.0,1.0,1.0,,,0
12.0,2.0,1.0,2.0,,,0
13.0,2.0,1.0,2.0,,,0
32.0,3.0,1.0,3.0,,,0
79.0,10.0,4.0,6.0,,,0
13.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
19.0,4.0,4.0,3.0,,,0
6.0,1.0,1.0,1.0,,,0
12.0,2.0,1.0,2.0,,,0
17.0,4.0,3.0,2.0,,,0
6.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
15.0,4.0,1.0,2.0,,,0
22.0,4.0,4.0,3.0,,,0
31.0,6.0,5.0,3.0,,,0
8.0,2.0,1.0,2.0,,,0
22.0,7.0,3.0,4.0,,,0
34.0,6.0,1.0,5.0,,,0
79.0,8.0,1.0,6.0,,,0
59.0,8.0,1.0,7.0,,,0
33.0,5.0,1.0,5.0,,,0
12.0,2.0,1.0,2.0,,,0
39.0,5.0,1.0,5.0,,,0
20.0,3.0,1.0,3.0,,,0
17.0,1.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
137.0,23.0,1.0,19.0,,,0
36.0,5.0,1.0,4.0,,,0
22.0,1.0,1.0,1.0,,,0
12.0,2.0,1.0,2.0,,,0
13.0,1.0,1.0,1.0,,,0
20.0,1.0,1.0,1.0,,,0
18.0,1.0,1.0,1.0,,,0
19.0,4.0,1.0,3.0,,,0
18.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
13.0,2.0,1.0,1.0,,,0
16.0,2.0,1.0,2.0,,,0
13.0,1.0,1.0,1.0,,,0
54.0,8.0,1.0,8.0,,,0
59.0,1.0,1.0,1.0,,,0
21.0,3.0,1.0,3.0,,,0
5.0,1.0,1.0,1.0,,,0
21.0,2.0,1.0,2.0,,,0
24.0,2.0,1.0,2.0,,,0
32.0,14.0,11.0,1.0,,,0
11.0,2.0,1.0,2.0,,,0
12.0,2.0,1.0,2.0,,,0
8.0,2.0,1.0,1.0,,,0
17.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
20.0,6.0,5.0,3.0,,,0
11.0,2.0,1.0,2.0,,,0
6.0,1.0,1.0,1.0,,,0
67.0,14.0,8.0,5.0,,,0
7.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
35.0,8.0,5.0,3.0,,,0
20.0,4.0,4.0,3.0,,,0
30.0,5.0,5.0,3.0,,,0
4.0,1.0,1.0,1.0,,,0
28.0,7.0,7.0,4.0,,,0
32.0,6.0,6.0,4.0,,,0
67.0,19.0,19.0,6.0,,,0
19.0,3.0,3.0,1.0,,,0
72.0,5.0,1.0,1.0,,,0
3.0,1.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
71.0,7.0,1.0,7.0,,,0
14.0,1.0,1.0,1.0,,,0
30.0,3.0,3.0,3.0,,,0
41.0,7.0,1.0,7.0,,,0
15.0,3.0,1.0,2.0,,,0
8.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
35.0,3.0,3.0,2.0,,,0
15.0,3.0,3.0,2.0,,,0
5.0,1.0,1.0,1.0,,,0
19.0,6.0,3.0,2.0,,,0
21.0,6.0,4.0,4.0,,,0
6.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
113.0,9.0,1.0,6.0,,,0
176.0,12.0,3.0,7.0,,,0
7.0,1.0,1.0,1.0,,,0
32.0,3.0,1.0,3.0,,,0
33.0,13.0,5.0,2.0,,,0
96.0,13.0,7.0,7.0,,,0
94.0,10.0,8.0,4.0,,,0
163.0,10.0,1.0,9.0,,,0
18.0,4.0,1.0,2.0,,,0
39.0,4.0,1.0,4.0,,,0
6.0,1.0,1.0,1.0,,,0
11.0,3.0,1.0,3.0,,,0
4.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
29.0,8.0,8.0,4.0,,,0
12.0,3.0,1.0,3.0,,,0
59.0,11.0,6.0,6.0,,,0
5.0,2.0,1.0,2.0,,,0
7.0,2.0,1.0,2.0,,,0
14.0,4.0,3.0,2.0,,,0
19.0,4.0,3.0,2.0,,,0
10.0,4.0,3.0,2.0,,,0
9.0,2.0,1.0,2.0,,,0
5.0,2.0,1.0,2.0,,,0
11.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
33.0,3.0,1.0,3.0,,,0
4.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
15.0,2.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
11.0,4.0,3.0,1.0,,,0
30.0,8.0,4.0,4.0,,,0
11.0,4.0,3.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
23.0,6.0,1.0,6.0,,,0
18.0,4.0,1.0,1.0,,,0
38.0,10.0,3.0,8.0,,,0
7.0,1.0,1.0,1.0,,,0
25.0,3.0,1.0,3.0,,,0
65.0,10.0,1.0,6.0,,,0
4.0,1.0,1.0,1.0,,,0
7.0,2.0,1.0,1.0,,,0
7.0,2.0,1.0,1.0,,,0
7.0,2.0,1.0,1.0,,,0
43.0,15.0,15.0,7.0,,,0
7.0,2.0,1.0,1.0,,,0
7.0,2.0,1.0,1.0,,,0
7.0,2.0,1.0,1.0,,,0
7.0,2.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
5.0,2.0,1.0,1.0,,,0
14.0,2.0,1.0,2.0,,,0
17.0,2.0,1.0,2.0,,,0
5.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
141.0,20.0,1.0,17.0,,,0
393.0,74.0,6.0,33.0,,,0
84.0,4.0,1.0,4.0,,,0
53.0,7.0,1.0,5.0,,,0
97.0,32.0,4.0,15.0,,,0
19.0,5.0,3.0,4.0,,,0
26.0,6.0,6.0,1.0,,,0
41.0,4.0,1.0,4.0,,,0
41.0,4.0,1.0,4.0,,,0
36.0,10.0,9.0,9.0,,,0
46.0,10.0,9.0,9.0,,,0
22.0,3.0,1.0,2.0,,,0
28.0,3.0,1.0,2.0,,,0
59.0,9.0,8.0,3.0,,,0
74.0,10.0,7.0,6.0,,,0
37.0,6.0,6.0,3.0,,,0
135.0,25.0,21.0,16.0,,,0
20.0,2.0,1.0,2.0,,,0
21.0,3.0,1.0,1.0,,,0
37.0,6.0,6.0,3.0,,,0
23.0,3.0,1.0,1.0,,,0
70.0,14.0,11.0,6.0,,,0
80.0,9.0,8.0,4.0,,,0
61.0,9.0,9.0,5.0,,,0
125.0,13.0,13.0,7.0,,,0
61.0,9.0,9.0,5.0,,,0
21.0,3.0,1.0,1.0,,,0
29.0,4.0,1.0,2.0,,,0
43.0,8.0,7.0,1.0,,,0
18.0,2.0,1.0,2.0,,,0
21.0,3.0,1.0,1.0,,,0
21.0,5.0,5.0,2.0,,,0
45.0,12.0,12.0,9.0,,,0
21.0,3.0,1.0,1.0,,,0
25.0,4.0,1.0,1.0,,,0
67.0,13.0,8.0,7.0,,,0
167.0,30.0,14.0,9.0,,,0
21.0,3.0,1.0,1.0,,,0
27.0,3.0,1.0,2.0,,,0
33.0,7.0,6.0,4.0,,,0
43.0,6.0,1.0,6.0,,,0
153.0,39.0,33.0,15.0,,,0
106.0,11.0,1.0,7.0,,,0
153.0,36.0,29.0,15.0,,,0
103.0,12.0,1.0,7.0,,,0
21.0,2.0,1.0,1.0,,,0
42.0,8.0,8.0,4.0,,,0
23.0,3.0,1.0,1.0,,,0
41.0,7.0,7.0,6.0,,,0
21.0,3.0,1.0,1.0,,,0
18.0,2.0,1.0,2.0,,,0
21.0,3.0,1.0,1.0,,,0
55.0,7.0,1.0,5.0,,,0
47.0,8.0,7.0,2.0,,,0
101.0,12.0,11.0,6.0,,,0
69.0,16.0,14.0,3.0,,,0
67.0,5.0,1.0,3.0,,,0
55.0,4.0,1.0,2.0,,,0
11.0,1.0,1.0,1.0,,,0
29.0,5.0,5.0,1.0,,,0
21.0,3.0,1.0,1.0,,,0
21.0,3.0,1.0,1.0,,,0
91.0,21.0,1.0,21.0,,,0
15.0,2.0,1.0,2.0,,,0
53.0,4.0,1.0,2.0,,,0
87.0,5.0,1.0,2.0,,,0
32.0,5.0,1.0,2.0,,,0
24.0,4.0,1.0,2.0,,,0
24.0,4.0,1.0,2.0,,,0
26.0,5.0,1.0,1.0,,,0
99.0,13.0,8.0,2.0,,,0
26.0,5.0,1.0,1.0,,,0
26.0,4.0,1.0,2.0,,,0
99.0,14.0,12.0,5.0,,,0
44.0,6.0,6.0,1.0,,,0
48.0,6.0,1.0,2.0,,,0
244.0,46.0,1.0,46.0,,,0
28.0,4.0,1.0,1.0,,,0
111.0,22.0,1.0,18.0,,,0
18.0,2.0,1.0,1.0,,,0
28.0,6.0,3.0,5.0,,,0
22.0,4.0,1.0,4.0,,,0
5.0,1.0,1.0,1.0,,,0
34.0,3.0,1.0,3.0,,,0
6.0,2.0,1.0,2.0,,,0
8.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
45.0,3.0,1.0,3.0,,,0
42.0,3.0,1.0,3.0,,,0
173.0,45.0,39.0,5.0,,,0
31.0,3.0,1.0,2.0,,,0
30.0,3.0,1.0,2.0,,,0
27.0,3.0,1.0,2.0,,,0
27.0,3.0,1.0,2.0,,,0
7.0,17.0,13.0,5.0,,,0
8.0,17.0,13.0,1.0,,,0
9.0,17.0,13.0,5.0,,,0
8.0,9.0,7.0,3.0,,,0
45.0,6.0,1.0,1.0,,,0
39.0,5.0,1.0,5.0,,,0
51.0,10.0,1.0,10.0,,,0
28.0,6.0,1.0,6.0,,,0
47.0,6.0,4.0,4.0,,,0
39.0,5.0,5.0,4.0,,,0
65.0,14.0,1.0,6.0,,,0
27.0,3.0,3.0,3.0,,,0
19.0,13.0,13.0,11.0,,,0
7.0,1.0,1.0,1.0,,,0
13.0,1.0,1.0,1.0,,,0
30.0,8.0,8.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
26.0,3.0,1.0,2.0,,,0
30.0,5.0,1.0,1.0,,,0
38.0,5.0,1.0,1.0,,,0
89.0,5.0,1.0,1.0,,,0
51.0,9.0,8.0,3.0,,,0
15.0,2.0,1.0,2.0,,,0
36.0,7.0,1.0,4.0,,,0
9.0,1.0,1.0,1.0,,,0
29.0,4.0,4.0,2.0,,,0
19.0,2.0,1.0,2.0,,,0
44.0,5.0,1.0,1.0,,,0
51.0,3.0,1.0,1.0,,,0
76.0,6.0,1.0,3.0,,,0
51.0,9.0,1.0,6.0,,,0
20.0,6.0,1.0,3.0,,,0
14.0,2.0,1.0,2.0,,,0
42.0,4.0,1.0,4.0,,,0
8.0,1.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
35.0,1.0,1.0,1.0,,,0
93.0,34.0,32.0,7.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
14.0,4.0,4.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
81.0,12.0,6.0,9.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
8.0,2.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
62.0,10.0,1.0,5.0,,,0
4.0,1.0,1.0,1.0,,,0
18.0,2.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
29.0,3.0,3.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
51.0,9.0,4.0,6.0,,,0
88.0,14.0,1.0,13.0,,,0
76.0,14.0,1.0,8.0,,,0
14.0,2.0,1.0,2.0,,,0
99.0,7.0,1.0,6.0,,,0
28.0,2.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
18.0,3.0,3.0,2.0,,,0
17.0,3.0,3.0,2.0,,,0
17.0,3.0,3.0,2.0,,,0
7.0,1.0,1.0,1.0,,,0
41.0,4.0,3.0,2.0,,,0
51.0,4.0,3.0,2.0,,,0
9.0,1.0,1.0,1.0,,,0
18.0,3.0,1.0,3.0,,,0
37.0,1.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
30.0,4.0,1.0,3.0,,,0
24.0,2.0,1.0,1.0,,,0
11.0,2.0,1.0,2.0,,,0
12.0,2.0,1.0,2.0,,,0
7.0,1.0,1.0,1.0,,,0
13.0,2.0,1.0,2.0,,,0
13.0,2.0,1.0,2.0,,,0
8.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
59.0,4.0,1.0,2.0,,,0
32.0,4.0,1.0,1.0,,,0
82.0,8.0,6.0,5.0,,,0
88.0,6.0,3.0,3.0,,,0
56.0,8.0,6.0,7.0,,,0
33.0,1.0,1.0,1.0,,,0
276.0,36.0,10.0,8.0,,,0
187.0,23.0,6.0,6.0,,,0
26.0,2.0,1.0,1.0,,,0
15.0,2.0,1.0,1.0,,,0
20.0,2.0,1.0,2.0,,,0
206.0,22.0,1.0,22.0,,,0
60.0,13.0,1.0,12.0,,,0
92.0,13.0,1.0,2.0,,,0
87.0,13.0,1.0,13.0,,,0
39.0,3.0,1.0,3.0,,,0
32.0,1.0,1.0,1.0,,,0
17.0,1.0,1.0,1.0,,,0
37.0,2.0,1.0,1.0,,,0
56.0,3.0,1.0,1.0,,,0
13.0,3.0,3.0,2.0,,,0
28.0,6.0,1.0,5.0,,,0
51.0,5.0,4.0,2.0,,,0
20.0,2.0,1.0,2.0,,,0
36.0,3.0,1.0,3.0,,,0
19.0,1.0,1.0,1.0,,,0
21.0,1.0,1.0,1.0,,,0
15.0,3.0,3.0,2.0,,,0
206.0,12.0,3.0,7.0,,,0
119.0,1.0,1.0,1.0,,,0
64.0,1.0,1.0,1.0,,,0
47.0,1.0,1.0,1.0,,,0
68.0,6.0,1.0,1.0,,,0
84.0,1.0,1.0,1.0,,,0
66.0,10.0,1.0,2.0,,,0
35.0,1.0,1.0,1.0,,,0
14.0,1.0,1.0,1.0,,,0
45.0,3.0,1.0,3.0,,,0
61.0,11.0,1.0,10.0,,,0
79.0,11.0,1.0,1.0,,,0
74.0,11.0,1.0,11.0,,,0
34.0,2.0,1.0,2.0,,,0
29.0,1.0,1.0,1.0,,,0
27.0,12.0,1.0,12.0,,,0
30.0,1.0,1.0,1.0,,,0
42.0,1.0,1.0,1.0,,,0
15.0,3.0,3.0,2.0,,,0
22.0,3.0,1.0,2.0,,,0
32.0,3.0,1.0,2.0,,,0
33.0,3.0,3.0,1.0,,,0
18.0,1.0,1.0,1.0,,,0
20.0,2.0,1.0,2.0,,,0
53.0,5.0,1.0,5.0,,,0
19.0,3.0,1.0,2.0,,,0
31.0,3.0,1.0,2.0,,,0
26.0,3.0,1.0,3.0,,,0
39.0,3.0,1.0,3.0,,,0
12.0,1.0,1.0,1.0,,,0
19.0,1.0,1.0,1.0,,,0
20.0,1.0,1.0,1.0,,,0
13.0,3.0,3.0,2.0,,,0
20.0,4.0,1.0,3.0,,,0
39.0,4.0,1.0,2.0,,,0
78.0,8.0,4.0,7.0,,,0
28.0,8.0,7.0,3.0,,,0
10.0,3.0,1.0,2.0,,,0
78.0,11.0,11.0,7.0,,,0
30.0,5.0,1.0,1.0,,,0
111.0,29.0,23.0,3.0,,,0
31.0,5.0,4.0,3.0,,,0
49.0,3.0,1.0,2.0,,,0
54.0,16.0,11.0,4.0,,,0
22.0,2.0,1.0,1.0,,,0
48.0,4.0,1.0,1.0,,,0
25.0,5.0,4.0,3.0,,,0
32.0,6.0,1.0,5.0,,,0
51.0,6.0,1.0,2.0,,,0
6.0,1.0,1.0,1.0,,,0
24.0,5.0,1.0,4.0,,,0
38.0,5.0,1.0,5.0,,,0
36.0,5.0,1.0,5.0,,,0
38.0,5.0,1.0,5.0,,,0
34.0,5.0,5.0,1.0,,,0
33.0,2.0,1.0,2.0,,,0
41.0,4.0,1.0,4.0,,,0
25.0,5.0,4.0,3.0,,,0
34.0,5.0,1.0,1.0,,,0
