Halstead_v,McCabe_loc,Halstead_i,Halstead_e,Halstead_t,total_Opnd,uniq_Opnd,total_Op,Halstead_d,Halstead_n,defects
58.81,11.0,12.25,282.29,15.68,8.0,5.0,9.0,4.8,17.0,0
1363.51,64.0,40.77,45603.91,2533.55,99.0,37.0,130.0,33.45,229.0,0
968.73,36.0,137.24,6838.09,379.89,80.0,51.0,84.0,7.06,164.0,0
0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
214.05,23.0,20.39,2247.55,124.86,21.0,11.0,27.0,10.5,48.0,0
0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1010.65,44.0,78.46,13018.74,723.26,89.0,38.0,91.0,12.88,180.0,0
397.46,23.0,21.71,7276.54,404.25,28.0,13.0,53.0,18.31,81.0,0
553.18,37.0,57.53,5319.06,295.5,50.0,26.0,57.0,9.62,107.0,0
1134.49,50.0,58.18,22122.46,1229.03,78.0,34.0,122.0,19.5,200.0,0
537.51,31.0,57.84,4995.18,277.51,49.0,29.0,52.0,9.29,101.0,0
14534.63,423.0,254.99,828473.91,46026.33,912.0,168.0,1010.0,57.0,1922.0,0
0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4253.87,140.0,218.15,82950.38,4608.35,282.0,94.0,349.0,19.5,631.0,0
1176.53,52.0,55.26,25051.45,1391.75,97.0,41.0,103.0,21.29,200.0,0
1335.73,58.0,71.92,24806.45,1378.14,104.0,42.0,125.0,18.57,229.0,0
2846.84,95.0,99.05,81820.29,4545.57,194.0,81.0,230.0,28.74,424.0,0
0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1484.76,82.0,99.21,22219.62,1234.42,117.0,43.0,141.0,14.97,258.0,0
427.18,24.0,45.64,3998.36,222.13,39.0,25.0,43.0,9.36,82.0,0
9111.35,240.0,246.94,336181.92,18676.77,579.0,102.0,752.0,36.9,1331.0,0
4207.99,137.0,201.31,87961.33,4886.74,283.0,88.0,349.0,20.9,632.0,0
165.0,14.0,23.29,1168.74,64.93,17.0,12.0,20.0,7.08,37.0,0
1587.15,90.0,72.74,34628.63,1923.81,120.0,33.0,169.0,21.82,289.0,0
433.82,23.0,55.43,3395.1,188.62,36.0,23.0,50.0,7.83,86.0,0
70.32,7.0,15.38,321.48,17.86,8.0,7.0,10.0,4.57,18.0,0
0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1381.17,83.0,47.92,39810.28,2211.68,98.0,34.0,142.0,28.82,240.0,0
2435.3,103.0,85.01,69766.83,3875.94,182.0,54.0,214.0,28.65,396.0,0
331.93,26.0,29.65,3715.78,206.43,31.0,18.0,36.0,11.19,67.0,0
0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15.51,4.0,7.75,31.02,1.72,2.0,2.0,4.0,2.0,6.0,0
1730.59,69.0,77.55,38621.74,2145.65,122.0,41.0,176.0,22.32,298.0,0
1321.12,82.0,35.01,49858.98,2769.94,111.0,25.0,134.0,37.74,245.0,0
613.17,28.0,34.76,10816.28,600.9,49.0,25.0,64.0,17.64,113.0,0
166.91,11.0,37.09,751.09,41.73,18.0,14.0,20.0,4.5,38.0,0
227.55,12.0,50.88,1017.65,56.54,23.0,18.0,26.0,4.47,49.0,0
122.62,11.0,42.04,357.65,19.87,14.0,12.0,16.0,2.92,30.0,0
393.5,28.0,66.85,2316.26,128.68,37.0,22.0,44.0,5.89,81.0,0
1306.33,61.0,149.81,11391.2,632.84,109.0,50.0,114.0,8.72,223.0,0
1381.86,63.0,160.61,11889.23,660.51,114.0,53.0,119.0,8.6,233.0,0
1667.96,78.0,188.12,14789.29,821.63,133.0,60.0,141.0,8.87,274.0,0
837.74,45.0,114.76,6115.53,339.75,73.0,40.0,77.0,7.3,150.0,0
691.89,48.0,34.68,13803.3,766.85,57.0,20.0,79.0,19.95,136.0,0
165.0,14.0,23.29,1168.74,64.93,17.0,12.0,20.0,7.08,37.0,0
1806.95,72.0,72.82,44839.15,2491.06,134.0,54.0,157.0,24.81,291.0,0
3890.8,152.0,98.09,154335.05,8574.17,272.0,72.0,323.0,39.67,595.0,0
2461.04,129.0,183.27,33048.3,1836.02,188.0,77.0,193.0,13.43,381.0,0
856.15,35.0,62.09,11804.52,655.81,70.0,33.0,85.0,13.79,155.0,0
8120.34,242.0,184.6,357202.76,19844.6,553.0,88.0,664.0,43.99,1217.0,0
108.05,8.0,19.65,594.27,33.01,11.0,10.0,14.0,5.5,25.0,0
793.06,30.0,50.57,12436.7,690.93,69.0,33.0,73.0,15.68,142.0,0
477.56,26.0,42.72,5339.14,296.62,43.0,25.0,48.0,11.18,91.0,0
6149.32,229.0,108.2,349486.31,19415.91,434.0,84.0,480.0,56.83,914.0,0
5033.79,213.0,96.27,263200.32,14622.24,343.0,76.0,423.0,52.29,761.0,0
1005.03,56.0,25.04,40332.41,2240.69,71.0,23.0,108.0,40.13,179.0,0
190.2,13.0,21.56,1677.8,93.21,19.0,14.0,21.0,8.82,40.0,0
326.98,17.0,42.92,2491.25,138.4,32.0,21.0,34.0,7.62,66.0,0
730.42,52.0,88.54,6025.94,334.77,66.0,36.0,67.0,8.25,133.0,0
0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
635.93,27.0,49.25,8211.83,456.21,54.0,23.0,71.0,12.91,125.0,0
0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1572.0,96.0,151.29,16334.51,907.47,127.0,55.0,135.0,10.39,262.0,0
240.37,18.0,60.09,961.47,53.42,24.0,21.0,26.0,4.0,50.0,0
358.15,16.0,44.77,2865.22,159.18,32.0,22.0,39.0,8.0,71.0,0
178.38,18.0,42.47,749.18,41.62,18.0,15.0,22.0,4.2,40.0,0
178.38,18.0,42.47,749.18,41.62,18.0,15.0,22.0,4.2,40.0,0
1789.58,88.0,119.31,26843.65,1491.31,112.0,56.0,179.0,15.0,291.0,0
4011.46,140.0,242.48,66364.3,3686.91,284.0,103.0,302.0,16.54,586.0,0
116.69,8.0,29.17,466.77,25.93,12.0,12.0,15.0,4.0,27.0,0
1611.84,75.0,66.13,39284.02,2182.45,131.0,43.0,143.0,24.37,274.0,0
4956.53,138.0,197.09,124650.94,6925.05,325.0,84.0,426.0,25.15,751.0,0
668.35,29.0,77.33,5776.46,320.91,55.0,35.0,66.0,8.64,121.0,0
580.1,53.0,15.17,22188.68,1232.7,45.0,10.0,77.0,38.25,122.0,0
830.22,61.0,44.48,15497.41,860.97,63.0,27.0,90.0,18.67,153.0,0
997.14,61.0,28.14,35336.25,1963.12,63.0,16.0,133.0,35.44,196.0,0
399.01,32.0,21.0,7581.2,421.18,38.0,14.0,45.0,19.0,83.0,0
0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.0,5.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
101.58,11.0,16.16,638.5,35.47,11.0,7.0,15.0,6.29,26.0,0
0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
95.18,10.0,19.04,475.92,26.44,10.0,7.0,15.0,5.0,25.0,0
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46.51,7.0,7.97,271.29,15.07,5.0,3.0,9.0,5.83,14.0,0
6063.82,270.0,38.21,962387.34,53465.96,492.0,31.0,577.0,158.71,1069.0,0
0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2098.49,97.0,67.15,65577.82,3643.21,125.0,54.0,206.0,31.25,331.0,0
666.81,27.0,55.57,8001.68,444.54,46.0,23.0,84.0,12.0,130.0,0
3359.36,123.0,130.72,86326.6,4795.92,186.0,76.0,323.0,25.7,509.0,0
4599.11,236.0,160.04,132163.93,7342.44,273.0,76.0,432.0,28.74,705.0,0
30.19,29.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0
5489.42,238.0,195.27,154319.96,8573.33,290.0,98.0,509.0,28.11,799.0,0
1237.3,55.0,68.18,22455.34,1247.52,79.0,37.0,136.0,18.15,215.0,0
590.73,31.0,61.26,5696.36,316.46,45.0,28.0,66.0,9.64,111.0,0
5885.41,300.0,203.58,170141.98,9452.33,318.0,121.0,504.0,28.91,822.0,0
3417.93,135.0,146.95,79495.75,4416.43,207.0,89.0,298.0,23.26,505.0,0
2806.09,207.0,89.13,88339.99,4907.78,170.0,81.0,243.0,31.48,413.0,0
0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4905.8,120.0,156.0,154274.41,8570.8,239.0,76.0,506.0,31.45,745.0,0
549.45,32.0,49.95,6043.91,335.77,46.0,23.0,62.0,11.0,108.0,0
873.55,39.0,76.96,9916.01,550.89,60.0,37.0,94.0,11.35,154.0,0
1079.08,49.0,83.93,13873.95,770.77,72.0,42.0,113.0,12.86,185.0,0
2496.8,87.0,92.27,67560.4,3753.36,138.0,51.0,268.0,27.06,406.0,0
2692.57,90.0,97.74,74172.78,4120.71,146.0,53.0,289.0,27.55,435.0,0
2371.1,110.0,99.75,56362.31,3131.24,145.0,61.0,229.0,23.77,374.0,0
7802.26,352.0,235.18,258849.82,14380.55,401.0,139.0,662.0,33.18,1063.0,0
4830.65,222.0,130.81,178388.89,9910.49,282.0,84.0,436.0,36.93,718.0,0
2660.79,89.0,170.62,41494.88,2305.27,154.0,79.0,251.0,15.59,405.0,0
0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2506.72,56.0,102.08,61553.82,3419.66,130.0,45.0,291.0,24.56,421.0,0
1051.13,43.0,91.4,12088.01,671.56,69.0,42.0,112.0,11.5,181.0,0
103.96,5.0,29.7,363.87,20.22,14.0,8.0,15.0,3.5,29.0,0
0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1683.63,84.0,96.16,29478.87,1637.72,107.0,55.0,165.0,17.51,272.0,0
1494.39,77.0,108.15,20649.73,1147.21,95.0,55.0,148.0,13.82,243.0,0
959.46,42.0,85.34,10787.39,599.3,64.0,37.0,106.0,11.24,170.0,0
647.08,40.0,60.15,6961.67,386.76,48.0,29.0,72.0,10.76,120.0,0
0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
590.73,31.0,61.26,5696.36,316.46,45.0,28.0,66.0,9.64,111.0,0
8.0,4.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
8.0,5.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
171.3,13.0,20.76,1413.23,78.51,15.0,10.0,24.0,8.25,39.0,0
191.16,11.0,24.58,1486.77,82.6,14.0,9.0,31.0,7.78,45.0,0
111.13,16.0,18.52,666.8,37.04,12.0,6.0,19.0,6.0,31.0,0
0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
169.92,12.0,30.68,941.08,52.28,24.0,13.0,16.0,5.54,40.0,0
79.57,6.0,25.32,250.07,13.89,11.0,7.0,12.0,3.14,23.0,0
118.54,16.0,28.98,484.92,26.94,15.0,11.0,14.0,4.09,29.0,0
237.88,15.0,22.56,2508.59,139.37,29.0,11.0,27.0,10.55,56.0,0
1476.67,65.0,49.2,44323.13,2462.4,113.0,32.0,150.0,30.02,263.0,0
266.27,20.0,33.68,2105.23,116.96,23.0,16.0,33.0,7.91,56.0,0
908.44,55.0,42.95,19213.56,1067.42,94.0,20.0,93.0,21.15,187.0,0
1268.92,79.0,40.85,39418.52,2189.92,107.0,31.0,119.0,31.06,226.0,0
280.94,23.0,28.99,2723.0,151.28,28.0,13.0,35.0,9.69,63.0,0
398.07,19.0,16.55,9573.67,531.87,37.0,10.0,51.0,24.05,88.0,0
224.66,19.0,21.4,2358.96,131.05,21.0,12.0,28.0,10.5,49.0,0
89.86,7.0,26.96,299.53,16.64,10.0,9.0,13.0,3.33,23.0,0
1739.16,43.0,42.08,71885.39,3993.63,186.0,18.0,184.0,41.33,370.0,0
454.95,26.0,39.72,5211.28,289.52,36.0,22.0,52.0,11.45,88.0,0
548.16,23.0,72.62,4137.71,229.87,52.0,31.0,51.0,7.55,103.0,0
435.58,29.0,26.89,7056.36,392.02,36.0,20.0,47.0,16.2,83.0,0
89.86,7.0,26.96,299.53,16.64,10.0,9.0,13.0,3.33,23.0,0
0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.09,6.0,12.06,27.14,1.51,3.0,3.0,4.0,1.5,7.0,0
8.0,4.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
48.43,6.0,9.08,258.3,14.35,4.0,3.0,10.0,5.33,14.0,0
48.43,6.0,9.08,258.3,14.35,4.0,3.0,10.0,5.33,14.0,0
8.0,4.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
8.0,4.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
8.0,4.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
15.51,4.0,7.75,31.02,1.72,2.0,2.0,4.0,2.0,6.0,0
15.51,4.0,7.75,31.02,1.72,2.0,2.0,4.0,2.0,6.0,0
257.47,21.0,35.11,1888.14,104.9,24.0,18.0,29.0,7.33,53.0,0
8.0,4.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
8.0,4.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
448.95,20.0,35.84,5623.7,312.43,34.0,19.0,55.0,12.53,89.0,0
148.68,16.0,17.84,1238.98,68.83,15.0,9.0,20.0,8.33,35.0,0
94.01,8.0,14.65,603.24,33.51,7.0,6.0,16.0,6.42,23.0,0
764.32,50.0,45.81,12752.83,708.49,53.0,27.0,87.0,16.69,140.0,0
106.2,11.0,19.12,589.99,32.78,10.0,9.0,15.0,5.56,25.0,0
210.91,20.0,21.09,2109.08,117.17,20.0,12.0,26.0,10.0,46.0,0
238.42,15.0,37.84,1502.03,83.45,21.0,15.0,31.0,6.3,52.0,0
79.95,11.0,14.99,426.42,23.69,8.0,6.0,13.0,5.33,21.0,0
155.59,17.0,19.45,1244.72,69.15,16.0,10.0,20.0,8.0,36.0,0
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.0,4.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
803.38,38.0,35.85,18003.04,1000.17,58.0,22.0,94.0,22.41,152.0,0
813.46,31.0,44.34,14923.78,829.1,53.0,26.0,96.0,18.35,149.0,0
8.0,4.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
8.0,4.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
178.41,9.0,24.78,1284.57,71.37,16.0,10.0,26.0,7.2,42.0,0
83.05,8.0,20.76,332.19,18.46,12.0,6.0,13.0,4.0,25.0,0
185.47,18.0,123.64,278.2,15.46,20.0,20.0,21.0,1.5,41.0,0
140.87,8.0,15.09,1314.81,73.04,14.0,6.0,23.0,9.33,37.0,0
436.51,29.0,13.23,14404.99,800.28,44.0,8.0,57.0,33.0,101.0,0
408.06,17.0,34.45,4833.96,268.55,28.0,13.0,61.0,11.85,89.0,0
376.52,22.0,26.15,5421.87,301.22,27.0,15.0,49.0,14.4,76.0,0
48.43,6.0,11.07,211.89,11.77,5.0,4.0,9.0,4.38,14.0,0
0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
363.78,15.0,29.6,4471.51,248.42,59.0,12.0,30.0,12.29,89.0,0
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
250.77,19.0,33.6,1871.81,103.99,19.0,14.0,35.0,7.46,54.0,0
256.76,15.0,31.94,2063.94,114.66,19.0,13.0,37.0,8.03,56.0,0
0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
74.23,5.0,18.56,296.92,16.5,7.0,7.0,12.0,4.0,19.0,0
0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
218.51,16.0,23.0,2075.87,115.33,19.0,11.0,30.0,9.5,49.0,0
351.03,28.0,30.38,4056.4,225.36,26.0,18.0,43.0,11.56,69.0,0
46.51,5.0,15.5,139.52,7.75,6.0,5.0,8.0,3.0,14.0,0
0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
197.65,11.0,22.46,1739.36,96.63,16.0,10.0,29.0,8.8,45.0,0
638.63,29.0,33.61,12134.0,674.11,42.0,21.0,78.0,19.0,120.0,0
197.65,11.0,22.46,1739.36,96.63,16.0,10.0,29.0,8.8,45.0,0
197.65,11.0,22.46,1739.36,96.63,16.0,10.0,29.0,8.8,45.0,0
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41.21,10.0,8.24,206.05,11.45,5.0,3.0,8.0,5.0,13.0,0
1063.77,64.0,51.03,22176.65,1232.04,79.0,36.0,105.0,20.85,184.0,0
164.23,12.0,20.67,1304.74,72.49,13.0,9.0,25.0,7.94,38.0,0
737.02,33.0,78.62,6909.59,383.87,50.0,32.0,85.0,9.38,135.0,0
24.0,4.0,9.6,60.0,3.33,3.0,3.0,5.0,2.5,8.0,0
187.98,10.0,25.06,1409.88,78.33,15.0,12.0,26.0,7.5,41.0,0
0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1143.25,100.0,49.19,26572.76,1476.26,86.0,37.0,110.0,23.24,196.0,0
197.65,11.0,22.46,1739.36,96.63,16.0,10.0,29.0,8.8,45.0,0
197.65,11.0,22.46,1739.36,96.63,16.0,10.0,29.0,8.8,45.0,0
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
122.11,7.0,21.92,680.35,37.8,13.0,7.0,20.0,5.57,33.0,0
76.0,4.0,15.2,380.0,21.11,6.0,6.0,13.0,5.0,19.0,0
900.81,56.0,29.06,27924.99,1551.39,62.0,22.0,103.0,31.0,165.0,0
757.88,39.0,50.88,11289.73,627.21,54.0,29.0,84.0,14.9,138.0,0
1087.67,56.0,63.13,18740.32,1041.13,75.0,37.0,114.0,17.23,189.0,0
298.06,18.0,28.66,3099.78,172.21,24.0,15.0,38.0,10.4,62.0,0
149.34,10.0,21.9,1018.22,56.57,15.0,11.0,19.0,6.82,34.0,0
46.51,6.0,15.5,139.52,7.75,6.0,5.0,8.0,3.0,14.0,0
94.01,5.0,18.57,475.93,26.44,9.0,8.0,14.0,5.06,23.0,0
380.0,21.0,42.22,3420.0,190.0,30.0,20.0,46.0,9.0,76.0,0
646.24,26.0,25.7,16251.05,902.84,45.0,17.0,80.0,25.15,125.0,0
600.28,30.0,34.67,10394.37,577.47,47.0,19.0,72.0,17.32,119.0,0
502.67,22.0,25.66,9846.41,547.02,37.0,17.0,61.0,19.59,98.0,0
765.79,37.0,35.33,16598.49,922.14,51.0,20.0,96.0,21.68,147.0,0
818.68,38.0,37.46,17893.93,994.11,54.0,21.0,102.0,21.86,156.0,0
329.42,14.0,19.52,5559.03,308.84,27.0,8.0,52.0,16.88,79.0,0
0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
301.85,26.0,26.16,3482.89,193.49,25.0,13.0,40.0,11.54,65.0,0
197.65,11.0,22.46,1739.36,96.63,16.0,10.0,29.0,8.8,45.0,0
371.51,17.0,35.02,3940.64,218.92,27.0,14.0,53.0,10.61,80.0,0
41.21,10.0,8.24,206.05,11.45,5.0,3.0,8.0,5.0,13.0,0
179.31,7.0,19.13,1681.0,93.39,15.0,8.0,28.0,9.38,43.0,0
95.91,8.0,15.26,602.85,33.49,8.0,7.0,15.0,6.29,23.0,0
0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
330.34,15.0,28.32,3854.0,214.11,25.0,15.0,43.0,11.67,68.0,0
569.35,20.0,28.3,11453.99,636.33,38.0,17.0,73.0,20.12,111.0,0
696.48,25.0,38.69,12536.67,696.48,46.0,23.0,84.0,18.0,130.0,0
661.24,23.0,33.4,13092.53,727.36,44.0,20.0,82.0,19.8,126.0,0
702.49,35.0,40.44,12202.02,677.89,47.0,23.0,85.0,17.37,132.0,0
842.7,41.0,27.63,25702.28,1427.9,61.0,18.0,102.0,30.5,163.0,0
518.05,23.0,25.75,10422.1,579.01,38.0,17.0,63.0,20.12,101.0,0
94.01,5.0,18.57,475.93,26.44,9.0,8.0,14.0,5.06,23.0,0
197.65,11.0,22.46,1739.36,96.63,16.0,10.0,29.0,8.8,45.0,0
0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
106.27,8.0,16.53,683.19,37.96,9.0,7.0,17.0,6.43,26.0,0
0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
128.0,12.0,16.59,987.43,54.86,12.0,7.0,20.0,7.71,32.0,0
0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
322.09,26.0,22.33,4645.57,258.08,25.0,13.0,42.0,14.42,67.0,0
0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
630.9,26.0,26.48,15030.31,835.02,45.0,17.0,78.0,23.82,123.0,0
0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
135.93,14.0,26.7,692.03,38.45,14.0,11.0,18.0,5.09,32.0,0
18.58,3.0,3.1,111.45,6.19,3.0,1.0,5.0,6.0,8.0,0
33.0,5.0,16.5,66.0,3.67,4.0,4.0,7.0,2.0,11.0,0
896.26,13.0,49.79,16132.76,896.26,54.0,15.0,139.0,18.0,193.0,0
2107.48,30.0,100.36,44257.15,2458.73,126.0,30.0,270.0,21.0,396.0,0
55.35,9.0,6.15,498.16,27.68,4.0,2.0,12.0,9.0,16.0,0
55.35,10.0,6.15,498.16,27.68,4.0,2.0,12.0,9.0,16.0,0
55.35,9.0,6.15,498.16,27.68,4.0,2.0,12.0,9.0,16.0,0
96.21,17.0,27.99,330.73,18.37,11.0,8.0,15.0,3.44,26.0,0
96.21,17.0,27.99,330.73,18.37,11.0,8.0,15.0,3.44,26.0,0
68.11,11.0,12.16,381.44,21.19,8.0,5.0,11.0,5.6,19.0,0
16.25,5.0,10.84,24.38,1.35,2.0,2.0,5.0,1.5,7.0,0
8.0,4.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
97.67,16.0,17.09,558.13,31.01,10.0,7.0,15.0,5.71,25.0,0
505.41,26.0,21.57,11841.03,657.83,41.0,14.0,62.0,23.43,103.0,0
80.0,10.0,22.86,280.0,15.56,9.0,9.0,11.0,3.5,20.0,0
276.72,20.0,35.71,2144.55,119.14,31.0,14.0,32.0,7.75,63.0,0
144.43,22.0,24.69,844.91,46.94,13.0,10.0,21.0,5.85,34.0,0
480.88,46.0,56.1,4121.79,228.99,40.0,21.0,58.0,8.57,98.0,0
197.65,26.0,19.77,1976.54,109.81,15.0,9.0,30.0,10.0,45.0,0
1215.6,67.0,56.28,26256.88,1458.72,81.0,45.0,118.0,21.6,199.0,0
24.0,4.0,8.0,72.0,4.0,2.0,2.0,6.0,3.0,8.0,0
175.69,16.0,25.77,1197.9,66.55,15.0,11.0,25.0,6.82,40.0,0
50.19,10.0,14.34,175.66,9.76,5.0,5.0,9.0,3.5,14.0,0
19.65,5.0,9.83,39.3,2.18,3.0,3.0,4.0,2.0,7.0,0
8.0,5.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
229.25,14.0,31.84,1650.59,91.7,24.0,15.0,26.0,7.2,50.0,0
8.0,4.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
247.76,26.0,40.93,1499.58,83.31,23.0,19.0,28.0,6.05,51.0,0
875.04,67.0,32.04,23888.69,1327.15,78.0,20.0,94.0,27.3,172.0,0
1890.2,94.0,56.62,63103.77,3505.76,124.0,39.0,196.0,33.38,320.0,0
22.46,5.0,11.23,44.92,2.5,3.0,3.0,5.0,2.0,8.0,0
0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
369.57,26.0,20.79,6570.13,365.01,32.0,9.0,55.0,17.78,87.0,0
175.69,14.0,18.79,1642.73,91.26,17.0,10.0,23.0,9.35,40.0,0
822.4,47.0,25.43,26599.39,1477.74,69.0,16.0,97.0,32.34,166.0,0
845.75,39.0,35.84,19959.59,1108.87,59.0,25.0,95.0,23.6,154.0,0
187.98,28.0,25.06,1409.88,78.33,15.0,12.0,26.0,7.5,41.0,0
51.89,2.0,9.88,272.43,15.14,6.0,4.0,9.0,5.25,15.0,0
246.12,21.0,19.34,3132.49,174.03,20.0,11.0,33.0,12.73,53.0,0
0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
77.71,7.0,6.66,906.61,50.37,7.0,3.0,14.0,11.67,21.0,0
8.0,4.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
155.59,16.0,12.97,1867.07,103.73,16.0,8.0,20.0,12.0,36.0,0
0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
1141.66,69.0,46.97,27751.13,1541.73,79.0,39.0,112.0,24.31,191.0,0
