Halstead_d,Halstead_e,Halstead_i,Halstead_n,Halstead_t,Halstead_v,McCabe_loc,McCabe_v(g),total_Op,uniq_Opnd,defects
25.7,86326.6,130.72,509.0,4795.92,3359.36,123.0,4.0,323.0,76.0,0
28.74,132163.93,160.04,705.0,7342.44,4599.11,236.0,15.0,432.0,76.0,0
0.0,0.0,0.0,13.0,0.0,30.19,29.0,1.0,13.0,0.0,0
28.11,154319.96,195.27,799.0,8573.33,5489.42,238.0,5.0,509.0,98.0,0
18.15,22455.34,68.18,215.0,1247.52,1237.3,55.0,3.0,136.0,37.0,0
9.64,5696.36,61.26,111.0,316.46,590.73,31.0,1.0,66.0,28.0,0
28.91,170141.98,203.58,822.0,9452.33,5885.41,300.0,8.0,504.0,121.0,0
23.26,79495.75,146.95,505.0,4416.43,3417.93,135.0,4.0,298.0,89.0,0
31.48,88339.99,89.13,413.0,4907.78,2806.09,207.0,11.0,243.0,81.0,0
0.0,0.0,0.0,0.0,0.0,0.0,104.0,4.0,0.0,0.0,0
31.45,154274.41,156.0,745.0,8570.8,4905.8,120.0,5.0,506.0,76.0,0
11.0,6043.91,49.95,108.0,335.77,549.45,32.0,1.0,62.0,23.0,0
11.35,9916.01,76.96,154.0,550.89,873.55,39.0,1.0,94.0,37.0,0
12.86,13873.95,83.93,185.0,770.77,1079.08,49.0,2.0,113.0,42.0,0
27.06,67560.4,92.27,406.0,3753.36,2496.8,87.0,4.0,268.0,51.0,0
27.55,74172.78,97.74,435.0,4120.71,2692.57,90.0,4.0,289.0,53.0,0
23.77,56362.31,99.75,374.0,3131.24,2371.1,110.0,5.0,229.0,61.0,0
33.18,258849.82,235.18,1063.0,14380.55,7802.26,352.0,8.0,662.0,139.0,0
36.93,178388.89,130.81,718.0,9910.49,4830.65,222.0,6.0,436.0,84.0,0
15.59,41494.88,170.62,405.0,2305.27,2660.79,89.0,1.0,251.0,79.0,0
0.0,0.0,0.0,0.0,0.0,0.0,202.0,6.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,68.0,3.0,0.0,0.0,0
24.56,61553.82,102.08,421.0,3419.66,2506.72,56.0,3.0,291.0,45.0,0
11.5,12088.01,91.4,181.0,671.56,1051.13,43.0,1.0,112.0,42.0,0
3.5,363.87,29.7,29.0,20.22,103.96,5.0,1.0,15.0,8.0,0
0.0,0.0,0.0,0.0,0.0,0.0,86.0,3.0,0.0,0.0,0
17.51,29478.87,96.16,272.0,1637.72,1683.63,84.0,4.0,165.0,55.0,0
13.82,20649.73,108.15,243.0,1147.21,1494.39,77.0,2.0,148.0,55.0,0
11.24,10787.39,85.34,170.0,599.3,959.46,42.0,1.0,106.0,37.0,0
10.76,6961.67,60.15,120.0,386.76,647.08,40.0,1.0,72.0,29.0,0
0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0
9.64,5696.36,61.26,111.0,316.46,590.73,31.0,1.0,66.0,28.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
1.5,12.0,5.33,4.0,0.67,8.0,5.0,1.0,3.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,0.0,0.0,0
8.25,1413.23,20.76,39.0,78.51,171.3,13.0,2.0,24.0,10.0,0
7.78,1486.77,24.58,45.0,82.6,191.16,11.0,1.0,31.0,9.0,0
6.0,666.8,18.52,31.0,37.04,111.13,16.0,2.0,19.0,6.0,0
0.0,0.0,0.0,0.0,0.0,0.0,96.0,10.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0
5.54,941.08,30.68,40.0,52.28,169.92,12.0,2.0,16.0,13.0,0
3.14,250.07,25.32,23.0,13.89,79.57,6.0,1.0,12.0,7.0,0
4.09,484.92,28.98,29.0,26.94,118.54,16.0,1.0,14.0,11.0,0
10.55,2508.59,22.56,56.0,139.37,237.88,15.0,1.0,27.0,11.0,0
30.02,44323.13,49.2,263.0,2462.4,1476.67,65.0,5.0,150.0,32.0,0
7.91,2105.23,33.68,56.0,116.96,266.27,20.0,1.0,33.0,16.0,0
21.15,19213.56,42.95,187.0,1067.42,908.44,55.0,2.0,93.0,20.0,0
31.06,39418.52,40.85,226.0,2189.92,1268.92,79.0,6.0,119.0,31.0,0
9.69,2723.0,28.99,63.0,151.28,280.94,23.0,2.0,35.0,13.0,0
24.05,9573.67,16.55,88.0,531.87,398.07,19.0,2.0,51.0,10.0,0
10.5,2358.96,21.4,49.0,131.05,224.66,19.0,2.0,28.0,12.0,0
3.33,299.53,26.96,23.0,16.64,89.86,7.0,1.0,13.0,9.0,0
41.33,71885.39,42.08,370.0,3993.63,1739.16,43.0,1.0,184.0,18.0,0
11.45,5211.28,39.72,88.0,289.52,454.95,26.0,3.0,52.0,22.0,0
7.55,4137.71,72.62,103.0,229.87,548.16,23.0,1.0,51.0,31.0,0
16.2,7056.36,26.89,83.0,392.02,435.58,29.0,3.0,47.0,20.0,0
3.33,299.53,26.96,23.0,16.64,89.86,7.0,1.0,13.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,84.0,9.0,0.0,0.0,0
1.5,27.14,12.06,7.0,1.51,18.09,6.0,1.0,4.0,3.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
5.33,258.3,9.08,14.0,14.35,48.43,6.0,1.0,10.0,3.0,0
5.33,258.3,9.08,14.0,14.35,48.43,6.0,1.0,10.0,3.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
2.0,31.02,7.75,6.0,1.72,15.51,4.0,1.0,4.0,2.0,0
2.0,31.02,7.75,6.0,1.72,15.51,4.0,1.0,4.0,2.0,0
7.33,1888.14,35.11,53.0,104.9,257.47,21.0,3.0,29.0,18.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
12.53,5623.7,35.84,89.0,312.43,448.95,20.0,1.0,55.0,19.0,0
8.33,1238.98,17.84,35.0,68.83,148.68,16.0,2.0,20.0,9.0,0
6.42,603.24,14.65,23.0,33.51,94.01,8.0,1.0,16.0,6.0,0
16.69,12752.83,45.81,140.0,708.49,764.32,50.0,8.0,87.0,27.0,0
5.56,589.99,19.12,25.0,32.78,106.2,11.0,1.0,15.0,9.0,0
10.0,2109.08,21.09,46.0,117.17,210.91,20.0,4.0,26.0,12.0,0
6.3,1502.03,37.84,52.0,83.45,238.42,15.0,1.0,31.0,15.0,0
5.33,426.42,14.99,21.0,23.69,79.95,11.0,1.0,13.0,6.0,0
8.0,1244.72,19.45,36.0,69.15,155.59,17.0,2.0,20.0,10.0,0
0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,0.0,0.0,0
22.41,18003.04,35.85,152.0,1000.17,803.38,38.0,5.0,94.0,22.0,0
18.35,14923.78,44.34,149.0,829.1,813.46,31.0,3.0,96.0,26.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,0
7.2,1284.57,24.78,42.0,71.37,178.41,9.0,1.0,26.0,10.0,0
4.0,332.19,20.76,25.0,18.46,83.05,8.0,1.0,13.0,6.0,0
1.5,278.2,123.64,41.0,15.46,185.47,18.0,1.0,21.0,20.0,0
9.33,1314.81,15.09,37.0,73.04,140.87,8.0,5.0,23.0,6.0,0
33.0,14404.99,13.23,101.0,800.28,436.51,29.0,12.0,57.0,8.0,0
11.85,4833.96,34.45,89.0,268.55,408.06,17.0,1.0,61.0,13.0,0
14.4,5421.87,26.15,76.0,301.22,376.52,22.0,2.0,49.0,15.0,0
4.38,211.89,11.07,14.0,11.77,48.43,6.0,1.0,9.0,4.0,0
0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0
12.29,4471.51,29.6,89.0,248.42,363.78,15.0,1.0,30.0,12.0,0
0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0
7.46,1871.81,33.6,54.0,103.99,250.77,19.0,1.0,35.0,14.0,0
8.03,2063.94,31.94,56.0,114.66,256.76,15.0,1.0,37.0,13.0,0
0.0,0.0,0.0,0.0,0.0,0.0,37.0,10.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0
4.0,296.92,18.56,19.0,16.5,74.23,5.0,1.0,12.0,7.0,0
0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0
9.5,2075.87,23.0,49.0,115.33,218.51,16.0,3.0,30.0,11.0,0
11.56,4056.4,30.38,69.0,225.36,351.03,28.0,5.0,43.0,18.0,0
3.0,139.52,15.5,14.0,7.75,46.51,5.0,1.0,8.0,5.0,0
0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0
8.8,1739.36,22.46,45.0,96.63,197.65,11.0,1.0,29.0,10.0,0
19.0,12134.0,33.61,120.0,674.11,638.63,29.0,6.0,78.0,21.0,0
8.8,1739.36,22.46,45.0,96.63,197.65,11.0,1.0,29.0,10.0,0
8.8,1739.36,22.46,45.0,96.63,197.65,11.0,1.0,29.0,10.0,0
0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0
5.0,206.05,8.24,13.0,11.45,41.21,10.0,2.0,8.0,3.0,0
20.85,22176.65,51.03,184.0,1232.04,1063.77,64.0,6.0,105.0,36.0,0
7.94,1304.74,20.67,38.0,72.49,164.23,12.0,1.0,25.0,9.0,0
9.38,6909.59,78.62,135.0,383.87,737.02,33.0,3.0,85.0,32.0,0
2.5,60.0,9.6,8.0,3.33,24.0,4.0,1.0,5.0,3.0,0
7.5,1409.88,25.06,41.0,78.33,187.98,10.0,3.0,26.0,12.0,0
0.0,0.0,0.0,0.0,0.0,0.0,73.0,9.0,0.0,0.0,0
23.24,26572.76,49.19,196.0,1476.26,1143.25,100.0,11.0,110.0,37.0,0
8.8,1739.36,22.46,45.0,96.63,197.65,11.0,1.0,29.0,10.0,0
8.8,1739.36,22.46,45.0,96.63,197.65,11.0,1.0,29.0,10.0,0
0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0
5.57,680.35,21.92,33.0,37.8,122.11,7.0,1.0,20.0,7.0,0
5.0,380.0,15.2,19.0,21.11,76.0,4.0,1.0,13.0,6.0,0
31.0,27924.99,29.06,165.0,1551.39,900.81,56.0,9.0,103.0,22.0,0
14.9,11289.73,50.88,138.0,627.21,757.88,39.0,8.0,84.0,29.0,0
17.23,18740.32,63.13,189.0,1041.13,1087.67,56.0,9.0,114.0,37.0,0
10.4,3099.78,28.66,62.0,172.21,298.06,18.0,2.0,38.0,15.0,0
6.82,1018.22,21.9,34.0,56.57,149.34,10.0,1.0,19.0,11.0,0
3.0,139.52,15.5,14.0,7.75,46.51,6.0,1.0,8.0,5.0,0
5.06,475.93,18.57,23.0,26.44,94.01,5.0,1.0,14.0,8.0,0
9.0,3420.0,42.22,76.0,190.0,380.0,21.0,2.0,46.0,20.0,0
25.15,16251.05,25.7,125.0,902.84,646.24,26.0,4.0,80.0,17.0,0
17.32,10394.37,34.67,119.0,577.47,600.28,30.0,4.0,72.0,19.0,0
19.59,9846.41,25.66,98.0,547.02,502.67,22.0,5.0,61.0,17.0,0
21.68,16598.49,35.33,147.0,922.14,765.79,37.0,5.0,96.0,20.0,0
21.86,17893.93,37.46,156.0,994.11,818.68,38.0,5.0,102.0,21.0,0
16.88,5559.03,19.52,79.0,308.84,329.42,14.0,1.0,52.0,8.0,0
0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0
11.54,3482.89,26.16,65.0,193.49,301.85,26.0,3.0,40.0,13.0,0
8.8,1739.36,22.46,45.0,96.63,197.65,11.0,1.0,29.0,10.0,0
10.61,3940.64,35.02,80.0,218.92,371.51,17.0,1.0,53.0,14.0,0
5.0,206.05,8.24,13.0,11.45,41.21,10.0,2.0,8.0,3.0,0
9.38,1681.0,19.13,43.0,93.39,179.31,7.0,1.0,28.0,8.0,0
6.29,602.85,15.26,23.0,33.49,95.91,8.0,1.0,15.0,7.0,0
0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0
11.67,3854.0,28.32,68.0,214.11,330.34,15.0,1.0,43.0,15.0,0
20.12,11453.99,28.3,111.0,636.33,569.35,20.0,3.0,73.0,17.0,0
18.0,12536.67,38.69,130.0,696.48,696.48,25.0,3.0,84.0,23.0,0
19.8,13092.53,33.4,126.0,727.36,661.24,23.0,3.0,82.0,20.0,0
17.37,12202.02,40.44,132.0,677.89,702.49,35.0,4.0,85.0,23.0,0
30.5,25702.28,27.63,163.0,1427.9,842.7,41.0,6.0,102.0,18.0,0
20.12,10422.1,25.75,101.0,579.01,518.05,23.0,5.0,63.0,17.0,0
5.06,475.93,18.57,23.0,26.44,94.01,5.0,1.0,14.0,8.0,0
8.8,1739.36,22.46,45.0,96.63,197.65,11.0,1.0,29.0,10.0,0
0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0
6.43,683.19,16.53,26.0,37.96,106.27,8.0,1.0,17.0,7.0,0
0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,0
7.71,987.43,16.59,32.0,54.86,128.0,12.0,5.0,20.0,7.0,0
0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0
14.42,4645.57,22.33,67.0,258.08,322.09,26.0,4.0,42.0,13.0,0
0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0
23.82,15030.31,26.48,123.0,835.02,630.9,26.0,4.0,78.0,17.0,0
0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0
5.09,692.03,26.7,32.0,38.45,135.93,14.0,3.0,18.0,11.0,0
6.0,111.45,3.1,8.0,6.19,18.58,3.0,1.0,5.0,1.0,0
2.0,66.0,16.5,11.0,3.67,33.0,5.0,1.0,7.0,4.0,0
18.0,16132.76,49.79,193.0,896.26,896.26,13.0,1.0,139.0,15.0,0
21.0,44257.15,100.36,396.0,2458.73,2107.48,30.0,1.0,270.0,30.0,0
9.0,498.16,6.15,16.0,27.68,55.35,9.0,1.0,12.0,2.0,0
9.0,498.16,6.15,16.0,27.68,55.35,10.0,1.0,12.0,2.0,0
9.0,498.16,6.15,16.0,27.68,55.35,9.0,1.0,12.0,2.0,0
3.44,330.73,27.99,26.0,18.37,96.21,17.0,2.0,15.0,8.0,0
3.44,330.73,27.99,26.0,18.37,96.21,17.0,2.0,15.0,8.0,0
5.6,381.44,12.16,19.0,21.19,68.11,11.0,2.0,11.0,5.0,0
1.5,24.38,10.84,7.0,1.35,16.25,5.0,1.0,5.0,2.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
5.71,558.13,17.09,25.0,31.01,97.67,16.0,3.0,15.0,7.0,0
23.43,11841.03,21.57,103.0,657.83,505.41,26.0,3.0,62.0,14.0,0
3.5,280.0,22.86,20.0,15.56,80.0,10.0,1.0,11.0,9.0,0
7.75,2144.55,35.71,63.0,119.14,276.72,20.0,1.0,32.0,14.0,0
5.85,844.91,24.69,34.0,46.94,144.43,22.0,3.0,21.0,10.0,0
8.57,4121.79,56.1,98.0,228.99,480.88,46.0,11.0,58.0,21.0,0
10.0,1976.54,19.77,45.0,109.81,197.65,26.0,6.0,30.0,9.0,0
21.6,26256.88,56.28,199.0,1458.72,1215.6,67.0,18.0,118.0,45.0,0
3.0,72.0,8.0,8.0,4.0,24.0,4.0,1.0,6.0,2.0,0
6.82,1197.9,25.77,40.0,66.55,175.69,16.0,4.0,25.0,11.0,0
3.5,175.66,14.34,14.0,9.76,50.19,10.0,2.0,9.0,5.0,0
2.0,39.3,9.83,7.0,2.18,19.65,5.0,1.0,4.0,3.0,0
1.5,12.0,5.33,4.0,0.67,8.0,5.0,1.0,3.0,1.0,0
7.2,1650.59,31.84,50.0,91.7,229.25,14.0,2.0,26.0,15.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
6.05,1499.58,40.93,51.0,83.31,247.76,26.0,3.0,28.0,19.0,0
27.3,23888.69,32.04,172.0,1327.15,875.04,67.0,7.0,94.0,20.0,0
33.38,63103.77,56.62,320.0,3505.76,1890.2,94.0,25.0,196.0,39.0,0
2.0,44.92,11.23,8.0,2.5,22.46,5.0,1.0,5.0,3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,46.0,17.0,0.0,0.0,0
17.78,6570.13,20.79,87.0,365.01,369.57,26.0,3.0,55.0,9.0,0
9.35,1642.73,18.79,40.0,91.26,175.69,14.0,3.0,23.0,10.0,0
32.34,26599.39,25.43,166.0,1477.74,822.4,47.0,7.0,97.0,16.0,0
23.6,19959.59,35.84,154.0,1108.87,845.75,39.0,13.0,95.0,25.0,0
7.5,1409.88,25.06,41.0,78.33,187.98,28.0,3.0,26.0,12.0,0
5.25,272.43,9.88,15.0,15.14,51.89,2.0,1.0,9.0,4.0,0
12.73,3132.49,19.34,53.0,174.03,246.12,21.0,2.0,33.0,11.0,0
0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,0.0,0.0,0
11.67,906.61,6.66,21.0,50.37,77.71,7.0,3.0,14.0,3.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
12.0,1867.07,12.97,36.0,103.73,155.59,16.0,3.0,20.0,8.0,0
0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0
24.31,27751.13,46.97,191.0,1541.73,1141.66,69.0,8.0,112.0,39.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
11.0,2326.64,19.23,59.0,129.25,211.51,22.0,1.0,37.0,6.0,0
29.28,28533.06,33.29,190.0,1585.17,974.56,50.0,5.0,128.0,18.0,0
70.47,158925.07,32.0,385.0,8829.17,2255.32,93.0,13.0,234.0,30.0,0
0.0,0.0,0.0,0.0,0.0,0.0,92.0,5.0,0.0,0.0,0
5.4,550.53,18.88,24.0,30.59,101.95,17.0,2.0,12.0,10.0,0
0.0,0.0,0.0,0.0,0.0,0.0,38.0,3.0,0.0,0.0,0
10.5,1545.19,14.02,33.0,85.84,147.16,13.0,4.0,24.0,8.0,0
14.73,6555.97,30.23,103.0,364.22,445.16,29.0,1.0,67.0,11.0,0
27.12,120498.47,163.88,639.0,6694.36,4443.73,133.0,17.0,373.0,103.0,0
14.8,10582.1,48.34,131.0,587.89,715.19,26.0,4.0,84.0,27.0,0
16.36,4614.98,17.23,60.0,256.39,282.03,23.0,4.0,36.0,11.0,0
10.15,3297.79,32.03,65.0,183.21,325.0,34.0,2.0,42.0,17.0,0
6.4,402.61,9.83,17.0,22.37,62.91,9.0,2.0,9.0,5.0,0
8.67,1931.84,25.72,48.0,107.32,222.91,14.0,2.0,32.0,12.0,0
36.73,25602.49,18.97,137.0,1422.36,696.98,30.0,9.0,79.0,15.0,0
44.82,72733.38,36.2,277.0,4040.74,1622.66,71.0,8.0,150.0,34.0,0
44.47,71639.66,36.22,275.0,3979.98,1610.94,72.0,8.0,149.0,34.0,0
5.63,291.41,9.21,14.0,16.19,51.81,5.0,3.0,9.0,4.0,0
14.58,3453.74,16.23,64.0,191.87,236.83,21.0,2.0,39.0,6.0,0
6.86,669.75,14.24,25.0,37.21,97.67,12.0,2.0,13.0,7.0,0
20.43,13523.8,32.4,122.0,751.32,662.0,27.0,11.0,83.0,21.0,0
0.0,0.0,0.0,0.0,0.0,0.0,39.0,6.0,0.0,0.0,0
14.63,6327.68,29.58,90.0,351.54,432.66,32.0,3.0,51.0,16.0,0
3.21,230.46,22.31,20.0,12.8,71.7,12.0,2.0,11.0,7.0,0
8.18,3354.55,50.11,82.0,186.36,410.0,35.0,2.0,46.0,22.0,0
0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0
19.13,4440.69,12.14,50.0,246.7,232.19,13.0,2.0,32.0,8.0,0
18.67,3227.04,9.26,40.0,179.28,172.88,12.0,4.0,24.0,6.0,0
7.0,905.26,18.47,29.0,50.29,129.32,8.0,3.0,15.0,11.0,0
23.63,9165.8,16.42,87.0,509.21,387.97,31.0,4.0,60.0,8.0,0
13.09,3174.54,18.52,51.0,176.36,242.5,17.0,5.0,33.0,11.0,0
15.5,6333.69,26.36,85.0,351.87,408.63,81.0,5.0,54.0,14.0,0
12.11,6399.83,43.61,103.0,355.55,528.32,44.0,7.0,62.0,22.0,0
0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0
8.06,2517.18,38.79,65.0,139.84,312.48,21.0,2.0,36.0,18.0,0
6.11,726.87,19.46,28.0,40.38,118.94,13.0,2.0,17.0,9.0,0
15.0,3256.96,14.48,48.0,180.94,217.13,14.0,3.0,32.0,8.0,0
4.76,1618.4,71.43,68.0,89.91,340.0,26.0,1.0,34.0,25.0,0
29.86,38313.75,42.98,220.0,2128.54,1283.24,72.0,16.0,128.0,35.0,0
19.33,5079.01,13.59,69.0,282.17,262.71,30.0,4.0,40.0,6.0,0
18.21,4342.61,13.09,52.0,241.26,238.42,16.0,3.0,37.0,7.0,0
25.0,18746.74,29.99,135.0,1041.49,749.87,42.0,10.0,91.0,22.0,0
67.1,150285.35,33.38,384.0,8349.19,2239.83,68.0,24.0,224.0,31.0,0
12.69,4482.44,27.85,72.0,249.02,353.3,25.0,3.0,43.0,16.0,0
47.82,72104.22,31.53,262.0,4005.79,1507.78,70.0,13.0,162.0,28.0,0
10.21,1368.51,13.12,31.0,76.03,133.98,14.0,4.0,23.0,7.0,0
10.4,4144.47,38.32,79.0,230.25,398.51,21.0,2.0,47.0,20.0,0
16.67,3866.67,13.92,58.0,214.81,232.0,19.0,6.0,38.0,6.0,0
12.61,5848.2,36.76,89.0,324.9,463.64,32.0,3.0,52.0,22.0,0
17.89,5502.66,17.2,68.0,305.7,307.6,29.0,4.0,45.0,9.0,0
14.1,6461.71,32.52,88.0,358.98,458.43,33.0,4.0,54.0,21.0,0
15.77,6818.14,27.43,92.0,378.79,432.44,19.0,3.0,49.0,15.0,0
28.6,20819.74,25.45,135.0,1156.65,727.96,39.0,9.0,83.0,20.0,0
7.33,1223.99,22.76,38.0,68.0,166.91,19.0,3.0,27.0,9.0,0
12.55,3121.26,19.83,55.0,173.4,248.8,22.0,3.0,32.0,11.0,0
13.75,4291.73,22.7,69.0,238.43,312.13,20.0,5.0,39.0,12.0,0
19.0,3488.85,9.66,47.0,193.83,183.62,13.0,5.0,28.0,5.0,0
9.0,773.56,9.55,22.0,42.98,85.95,9.0,2.0,13.0,5.0,0
28.79,9952.78,12.01,80.0,552.93,345.75,26.0,6.0,49.0,7.0,0
28.79,9952.78,12.01,80.0,552.93,345.75,26.0,6.0,49.0,7.0,0
9.0,773.56,9.55,22.0,42.98,85.95,9.0,2.0,13.0,5.0,0
17.0,3331.77,11.53,47.0,185.1,195.99,15.0,2.0,30.0,6.0,0
3.0,117.0,13.0,13.0,6.5,39.0,8.0,1.0,7.0,4.0,0
2.0,39.3,9.83,7.0,2.18,19.65,5.0,1.0,4.0,3.0,0
13.75,4291.73,22.7,69.0,238.43,312.13,20.0,5.0,39.0,12.0,0
7.0,1897.2,38.72,57.0,105.4,271.03,19.0,2.0,29.0,18.0,0
15.29,7429.61,31.76,99.0,412.76,485.78,43.0,5.0,59.0,17.0,0
2.78,232.67,30.15,22.0,12.93,83.76,6.0,1.0,12.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0
4.0,229.44,14.34,16.0,12.75,57.36,7.0,1.0,12.0,4.0,0
0.0,0.0,0.0,0.0,0.0,0.0,39.0,13.0,0.0,0.0,0
3.75,161.94,11.52,13.0,9.0,43.19,8.0,1.0,8.0,4.0,0
10.11,3854.89,37.75,77.0,214.16,381.47,22.0,2.0,45.0,19.0,0
8.75,847.56,11.07,28.0,47.09,96.86,10.0,1.0,18.0,4.0,0
9.58,2265.02,24.66,53.0,125.83,236.35,14.0,2.0,30.0,12.0,0
0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,0.0,0
11.14,3561.59,28.68,68.0,197.87,319.63,21.0,2.0,42.0,14.0,0
0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,0
4.0,266.43,16.65,18.0,14.8,66.61,4.0,1.0,13.0,5.0,0
13.5,3366.03,18.47,61.0,187.0,249.34,22.0,2.0,37.0,8.0,0
0.0,0.0,0.0,0.0,0.0,0.0,42.0,17.0,0.0,0.0,0
32.58,22318.78,21.02,141.0,1239.93,684.98,29.0,5.0,95.0,12.0,0
32.58,22318.78,21.02,141.0,1239.93,684.98,29.0,5.0,95.0,12.0,0
11.2,3408.3,27.17,64.0,189.35,304.31,22.0,3.0,36.0,15.0,0
14.3,3881.22,18.98,60.0,215.62,271.41,22.0,2.0,38.0,10.0,0
2.67,67.38,9.47,9.0,3.74,25.27,5.0,1.0,5.0,3.0,0
10.77,2509.12,21.63,49.0,139.4,232.99,11.0,2.0,29.0,13.0,0
6.55,1223.4,28.56,44.0,67.97,186.91,9.0,1.0,26.0,11.0,0
13.41,5798.71,32.24,89.0,322.15,432.36,31.0,5.0,51.0,17.0,0
12.7,6060.36,37.55,93.0,336.69,477.02,25.0,3.0,50.0,22.0,0
2.67,67.38,9.47,9.0,3.74,25.27,5.0,1.0,5.0,3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,42.0,17.0,0.0,0.0,0
